angle,w6_semFriccao-w6_comFriccao_joint1,w6_semFriccao-w6_comFriccao_joint2
-65.0,0.0247251974146,-0.00963467815296
-64.9,0.024558011075,-0.0089619149225
-64.8,0.0243983083781,-0.00832604492501
-64.7,0.0242450018949,-0.00772174164286
-64.6,0.0240975156935,-0.00714591174054
-64.5,0.0239551703095,-0.00659520693444
-64.4,0.0238173986377,-0.00606684872473
-64.3,0.0236838619231,-0.00555903456283
-64.2,0.0235542081454,-0.00506998430154
-64.1,0.0234280676404,-0.00459791891362
-64.0,0.0233051833192,-0.00414153869555
-63.9,0.0231853309679,-0.00369970994778
-63.8,0.0230683136393,-0.00327143656938
-63.7,0.0229538936047,-0.0028556072264
-63.6,0.0228419814827,-0.00245167827889
-63.5,0.0227324386964,-0.00205894783712
-63.4,0.0226250797238,-0.00167656828596
-63.3,0.0225197945243,-0.00130398209393
-63.2,0.0224164833707,-0.000940683578613
-63.1,0.0223150555496,-0.000586212344028
-63.0,0.0222153699366,-0.000239945748101
-62.9,0.0221174102337,9.82933334459e-05
-62.8,0.022021106738,0.000428859876429
-62.7,0.0219263386169,0.000752273961833
-62.6,0.0218330481362,0.00106882979202
-62.5,0.0217411818412,0.0013788001547
-62.4,0.0216507453541,0.00168225378241
-62.3,0.0215615816766,0.00197979881612
-62.2,0.0214737035187,0.00227146830321
-62.1,0.0213870167954,0.00255764607275
-62.0,0.0213015387522,0.00283834312525
-61.9,0.0212172342323,0.00311374090651
-61.8,0.0211339644637,0.00338435293016
-61.7,0.0210518056047,0.00364998908227
-61.6,0.0209706761994,0.00391096885847
-61.5,0.0208905496619,0.00416743020152
-61.4,0.0208114009067,0.00441950360792
-61.3,0.0207331548653,0.00466747509221
-61.2,0.0206558921415,0.00491113544209
-61.1,0.0205794381884,0.0051510784107
-61.0,0.0205039261746,0.00538692767801
-60.9,0.0204291852118,0.00561925709694
-60.8,0.0203552987974,0.00584784465336
-60.7,0.0202821997686,0.00607293545434
-60.6,0.0202098723501,0.00629461304246
-60.5,0.0201383015154,0.00651295727154
-60.4,0.0200674729404,0.0067280445369
-60.3,0.0199973239006,0.00694009595396
-60.2,0.0199279396644,0.00714888444998
-60.1,0.0198592098288,0.0073547720096
-60.0,0.019791123019,0.00755781962365
-59.9,0.0197237166843,0.00775794271061
-59.8,0.0196569317233,0.00795534307495
-59.7,0.019590806167,0.00814993390691
-59.6,0.0195252821223,0.00834191048281
-59.5,0.0194603504233,0.00853132299052
-59.4,0.019396002272,0.00871821982145
-59.3,0.0193321818058,0.00890278448749
-59.2,0.019268975876,0.00908478742721
-59.1,0.019206329126,0.00926441000067
-59.0,0.0191441870438,0.00944182821683
-58.9,0.0190825896814,0.0096169469722
-58.8,0.0190214833235,0.00978993778791
-58.7,0.018960908281,0.00996070492926
-58.6,0.0189008581012,0.0101292853924
-58.5,0.0188412337356,0.010295974012
-58.4,0.0187821224662,0.0104605431898
-58.3,0.0187235185036,0.0106230267155
-58.2,0.0186653240704,0.0107837114177
-58.1,0.0186075803841,0.0109424981205
-58.0,0.0185503284297,0.0110992900181
-57.9,0.0184934715644,0.0112543666072
-57.8,0.0184370969108,0.0114075048022
-57.7,0.0183811085204,0.0115589795193
-57.6,0.0183255479127,0.011708691697
-57.5,0.0182703654815,0.0118567880941
-57.4,0.0182156028614,0.0120031696586
-57.3,0.0181612561565,0.0121478601762
-57.2,0.0181072764028,0.0122910023718
-57.1,0.0180537053271,0.0124324977525
-57.0,0.0180004943492,0.0125724865916
-56.9,0.0179476402767,0.0127109883539
-56.8,0.0178951849283,0.0128479050408
-56.7,0.0178430802519,0.012983373483
-56.6,0.0177913233427,0.0131174117798
-56.5,0.0177399113837,0.013250037616
-56.4,0.0176888416421,0.0133812682769
-56.3,0.0176381114671,0.0135111206617
-56.2,0.0175877182866,0.0136396112968
-56.1,0.0175376596046,0.0137667563482
-56.0,0.0174879329993,0.0138925716336
-55.9,0.0174385361199,0.0140170726344
-55.8,0.0173894223855,0.0141403855177
-55.7,0.0173406339867,0.0142624129991
-55.6,0.0172921687694,0.0143831696352
-55.5,0.0172439804982,0.0145027790485
-55.4,0.0171961113847,0.0146211447789
-55.3,0.0171485154068,0.0147383888376
-55.2,0.0171011907864,0.0148545230998
-55.1,0.0170541797477,0.0149694519644
-55.0,0.0170074804745,0.0150831884013
-54.9,0.0169610034705,0.0151959576014
-54.8,0.0169148349237,0.0153075575796
-54.7,0.016868929381,0.0154181058607
-54.6,0.0168232853402,0.0155276130367
-54.5,0.0167779450427,0.015635985249
-54.4,0.0167328196218,0.0157434417271
-54.3,0.0166879514354,0.0158498877693
-54.2,0.0166433827276,0.0159552304097
-54.1,0.0165990249694,0.0160596855011
-54.0,0.0165549205124,0.0161631592786
-53.9,0.0165110681149,0.0162656611288
-53.8,0.0164674665682,0.0163672002847
-53.7,0.0164241146961,0.0164677858291
-53.6,0.0163809679622,0.0165675268215
-53.5,0.0163380687047,0.0166663310597
-53.4,0.0162954158369,0.0167642072131
-53.3,0.0162530083013,0.0168611638161
-53.2,0.016210801794,0.0169573076684
-53.1,0.0161687953955,0.0170526457801
-53.0,0.0161270314296,0.0171470875029
-52.9,0.016085465749,0.0172407380306
-52.8,0.0160441406718,0.0173335073317
-52.7,0.016003055294,0.0174254032326
-52.6,0.0159621224946,0.0175166252922
-52.5,0.0159214277523,0.0176069876682
-52.4,0.0158809271563,0.0176965930022
-52.3,0.0158406630114,0.0177853527904
-52.2,0.0158005484629,0.0178734630365
-52.1,0.015760668884,0.0179607407208
-52.0,0.0157209805313,0.0180472865523
-51.9,0.0156814827307,0.0181331064285
-51.8,0.0156422177751,0.0182181133538
-51.7,0.0156030991052,0.0183024990829
-51.6,0.0155641690656,0.0183861760956
-51.5,0.0155254270476,0.0184691499949
-51.4,0.015486915335,0.0185513349764
-51.3,0.0154485475776,0.0186329195426
-51.2,0.0154103661065,0.0187138173888
-51.1,0.0153723703722,0.0187940338479
-51.0,0.0153345170266,0.0188736640913
-50.9,0.0152968911885,0.0189525331689
-50.8,0.0152594067382,0.0190308256834
-50.7,0.0152221059922,0.0191084568254
-50.6,0.0151849884667,0.0191854316292
-50.5,0.0151480109488,0.0192618432372
-50.4,0.0151112157477,0.0193376077237
-50.3,0.0150746024153,0.0194127299604
-50.2,0.0150381278112,0.0194873019181
-50.1,0.0150018342387,0.0195612405419
-50.0,0.0149657212833,0.0196345505506
-49.9,0.0149297458716,0.0197073227729
-49.8,0.0148939076432,0.0197795608471
-49.7,0.0148582488948,0.0198511828645
-49.6,0.0148227266138,0.0199222785463
-49.5,0.0147873830949,0.0199927665492
-49.4,0.0147521753636,0.0200627358674
-49.3,0.0147171031022,0.0201321899516
-49.2,0.0146822086025,0.0202010482998
-49.1,0.014647448943,0.0202693988408
-49.0,0.0146128664148,0.0203371616251
-48.9,0.0145783755522,0.0204045068704
-48.8,0.0145440612384,0.0204712715733
-48.7,0.0145098806159,0.02053754228
-48.6,0.0144758334191,0.0206033222102
