angle,w0_semFriccao-w0_comFriccao_joint1,w0_semFriccao-w0_comFriccao_joint2
-65.0,0.221066180597,-0.0492254630854
-64.9,0.219571379771,-0.0457881835998
-64.8,0.218143489645,-0.0425393988877
-64.7,0.216772787598,-0.0394518947246
-64.6,0.215454124265,-0.0365098666516
-64.5,0.214181424604,-0.0336962076302
-64.4,0.21294961817,-0.0309967217589
-64.3,0.211755676177,-0.0284021994631
-64.2,0.210596451239,-0.025903545621
-64.1,0.209468638215,-0.0234916708331
-64.0,0.208369938493,-0.0211599346587
-63.9,0.207298347391,-0.0189025448043
-63.8,0.20625210402,-0.0167144119944
-63.7,0.205229082864,-0.0145898582057
-63.6,0.204228484771,-0.0125261058749
-63.5,0.203249070736,-0.0105195689095
-63.4,0.202289182019,-0.00856591667731
-63.3,0.201347834756,-0.00666230064044
-63.2,0.200424137291,-0.00480613716814
-63.1,0.199517278566,-0.00299507400694
-63.0,0.198625996795,-0.00122592995615
-62.9,0.197750146261,0.000502199946933
-62.8,0.196889103753,0.00219112934349
-62.7,0.196041788919,0.00384351542941
-62.6,0.195207685558,0.00546086134237
-62.5,0.194386315737,0.00704456080835
-62.4,0.193577729725,0.00859496499539
-62.3,0.19278052381,0.0101151810151
-62.2,0.191994811631,0.0116053777131
-62.1,0.191219751982,0.0130675161475
-62.0,0.190455499054,0.014501652522
-61.9,0.189701738511,0.0159087138789
-61.8,0.188957229604,0.0172913238602
-61.7,0.188222653258,0.0186485111365
-61.6,0.187497281183,0.0199819080736
-61.5,0.186780875675,0.0212922194482
-61.4,0.186073212447,0.0225801119927
-61.3,0.185373620318,0.0238470470114
-61.2,0.184682819959,0.0250919555977
-61.1,0.183999250759,0.0263178713529
-61.0,0.18332410337,0.0275228715841
-60.9,0.182655849891,0.0287098882185
-60.8,0.181995236867,0.0298777869425
-60.7,0.181341663801,0.031027820056
-60.6,0.180694989645,0.0321604143947
-60.5,0.180055080049,0.0332759779473
-60.4,0.179421806944,0.0343749010325
-60.3,0.178794609513,0.0354583133725
-60.2,0.178174250135,0.036525054808
-60.1,0.177559741705,0.0375769747897
-60.0,0.176950982521,0.0386143849316
-59.9,0.176348307415,0.0396368530902
-59.8,0.175751187967,0.0406454103241
-59.7,0.175159964207,0.0416396131053
-59.6,0.174574118519,0.0426204591388
-59.5,0.17399356895,0.0435882048443
-59.4,0.173418236839,0.044543097463
-59.3,0.172847622721,0.0454860745932
-59.2,0.172282503129,0.0464159633604
-59.1,0.171722383121,0.0473336903689
-59.0,0.171166775312,0.048240154883
-58.9,0.170616037803,0.0491348710003
-58.8,0.170069690329,0.0500187150558
-58.7,0.169528093307,0.0508911979223
-58.6,0.168991189044,0.0517525086205
-58.5,0.168458091955,0.0526041535179
-58.4,0.167929582422,0.0534449697714
-58.3,0.167405608681,0.0542751300187
-58.2,0.166885296512,0.055096099723
-58.1,0.166369014439,0.0559073721758
-58.0,0.165857128905,0.056708452777
-57.9,0.165348775833,0.0575007695301
-57.8,0.164844734181,0.0582831826472
-57.7,0.16434414608,0.0590570967288
-57.6,0.163847382752,0.0598220056508
-57.5,0.163354000673,0.0605786592321
-57.4,0.162864372095,0.0613265513967
-57.3,0.162378462184,0.0620658036705
-57.2,0.161895833157,0.0627971452634
-57.1,0.161416858089,0.0635200729552
-57.0,0.16094110263,0.0642353034299
-56.9,0.160468538236,0.0649429361377
-56.8,0.159999538805,0.0656424703835
-56.7,0.159533674706,0.066334605263
-56.6,0.159070919968,0.0670194332483
-56.5,0.158611249405,0.0676970446954
-56.4,0.158154638584,0.0683675279179
-56.3,0.157701063802,0.069030969257
-56.2,0.157250502062,0.069687453149
-56.1,0.15680293105,0.0703370621897
-56.0,0.156358329112,0.070979877195
-55.9,0.155916675228,0.071615977262
-55.8,0.155477552922,0.0722460070035
-55.7,0.15504133942,0.0728694693741
-55.6,0.154608015459,0.0734864387465
-55.5,0.154177167653,0.0740975467322
-55.4,0.153749173412,0.0747023004977
-55.3,0.153323621257,0.0753013234221
-55.2,0.152900495289,0.0758946761781
-55.1,0.152480173033,0.0764818703216
-55.0,0.152062638248,0.0770629721174
-54.9,0.151647090757,0.0776391321098
-54.8,0.151234301159,0.0782093183189
-54.7,0.150823863061,0.0787741312003
-54.6,0.150415763033,0.0793336248712
-54.5,0.150010378751,0.07988731979
-54.4,0.149606915665,0.0804363360428
-54.3,0.149205752494,0.0809801897801
-54.2,0.148807266939,0.0815184060205
-54.1,0.14841066747,0.0820520875993
-54.0,0.148016332748,0.0825807554523
-53.9,0.147624251671,0.0831044575383
-53.8,0.147234413433,0.0836232410293
-53.7,0.146846807517,0.0841371523322
-53.6,0.146461035727,0.0846467486533
-53.5,0.146077476605,0.0851515589128
-53.4,0.145696120435,0.0856516274049
-53.3,0.145316957763,0.0861469977338
-53.2,0.14493959247,0.0866382155589
-53.1,0.144564016335,0.087125316698
-53.0,0.144190607773,0.0876078380091
-52.9,0.143818972064,0.0880863169498
-52.8,0.143449487574,0.0885602935305
-52.7,0.143082146217,0.0890298077379
-52.6,0.142716169053,0.089495879158
-52.5,0.142352320341,0.0899575582855
-52.4,0.141990207476,0.0904153695369
-52.3,0.141630208704,0.0908688607283
-52.2,0.141271547461,0.0913190332821
-52.1,0.140914987064,0.0917649521138
-52.0,0.140560136407,0.0922071317661
-51.9,0.140206989463,0.09264560237
-51.8,0.139855924369,0.0930799194478
-51.7,0.139506167204,0.0935110627123
-51.6,0.139158096569,0.0939385850061
-51.5,0.138811707021,0.0943625149547
-51.4,0.138467376617,0.0947824141678
-51.3,0.138124333306,0.095199245741
-51.2,0.137782955567,0.0956125687267
-51.1,0.137443238488,0.0960224103721
-51.0,0.137104794495,0.0964292569261
-50.9,0.13676838463,0.0968322145349
-50.8,0.136433238904,0.0972322263692
-50.7,0.136099735663,0.0976288591219
-50.6,0.135767870584,0.0980221385135
-50.5,0.135437257303,0.0984125404273
-50.4,0.135108274102,0.0987996360699
-50.3,0.134780916977,0.0991834503324
-50.2,0.134454800211,0.0995644531114
-50.1,0.134130302036,0.099942220063
-50.0,0.133807418744,0.100316775297
-49.9,0.133485765221,0.100688582874
-49.8,0.133165338243,0.101057661384
-49.7,0.132846515983,0.101423592339
-49.6,0.132528913869,0.101786834141
-49.5,0.132212910053,0.102146971193
-49.4,0.131898120304,0.102504458183
-49.3,0.131584541782,0.102859312741
-49.2,0.131272552613,0.103211123567
-49.1,0.130961769042,0.103560339906
-49.0,0.130652569188,0.103906553281
-48.9,0.13034418891,0.104250633366
-48.8,0.130037387142,0.104591747347
-48.7,0.129731780697,0.104930337404
-48.6,0.129427367202,0.105266419988
-48.5,0.129124524767,0.10559959361
-48.4,0.128822490227,0.105930711537
-48.3,0.128522022179,0.106258955715
-48.2,0.128222738061,0.106584759776
-48.1,0.127924635791,0.106908139429
-48.0,0.127627713341,0.107229110243
-47.9,0.127331588624,0.107548096393
-47.8,0.127037019984,0.107864294226
-47.7,0.126743625388,0.108178129144
-47.6,0.126451403013,0.108489616193
-47.5,0.126160351085,0.108798770295
-47.4,0.125870087969,0.109106007669
-47.3,0.125581371834,0.109410538711
-47.2,0.125293441263,0.109713179393
-47.1,0.125007054376,0.110013145637
-47.0,0.124721449977,0.110311247449
-46.9,0.124437006399,0.110607100515
-46.8,0.124153342452,0.110901111842
-46.7,0.123871216189,0.111192508268
-46.6,0.123589866798,0.111482088085
-46.5,0.123309672659,0.11176947222
-46.4,0.123030632465,0.112054674381
-46.3,0.122752365329,0.112338094143
-46.2,0.122475249673,0.112619356309
-46.1,0.1221992843,0.1128984743
-46.0,0.121924088475,0.113175843339
-45.9,0.121650040673,0.113451092056
-45.8,0.121377139798,0.113724233596
-45.7,0.121105005251,0.113995658898
-45.6,0.120833636031,0.114265376941
-45.5,0.120563410688,0.114533021401
-45.4,0.120294328256,0.114798605083
-45.3,0.120026008283,0.11506251333
-45.2,0.119758829387,0.115324383539
-45.1,0.119492411182,0.115584598294
-45.0,0.119227132334,0.115842797456
-44.9,0.118962612511,0.11609936088
-44.8,0.118699230432,0.11635393087
-44.7,0.118436226298,0.116607249479
-44.6,0.118174737911,0.116858230363
-44.5,0.117913625993,0.117107976544
-44.4,0.117653648885,0.11735577027
-44.3,0.117394805922,0.117601623515
-44.2,0.117136716919,0.117845906791
-44.1,0.116879001679,0.118088985566
-44.0,0.116622798248,0.118329795763
-43.9,0.116366967357,0.118569417508
-43.8,0.116112267567,0.118807147705
-43.7,0.115858318749,0.119043350391
-43.6,0.11560512036,0.119278033419
-43.5,0.115353051501,0.119510854575
-43.4,0.115101732066,0.11974217407
-43.3,0.114850781903,0.119972347237
-43.2,0.114601339521,0.120200338892
-43.1,0.114352265483,0.120427199523
-43.0,0.114103939008,0.1206525891
-42.9,0.113856359673,0.120876515175
-42.8,0.11360990682,0.121098643585
-42.7,0.113364200346,0.121319325828
-42.6,0.113118860079,0.121538908649
-42.5,0.112874645226,0.121756719612
-42.4,0.112631175665,0.121973106557
-42.3,0.112388451065,0.122188076793
-42.2,0.112146471107,0.122401637589
-42.1,0.111905235485,0.12261379618
-42.0,0.111664743909,0.122824559763
-41.9,0.111424996099,0.1230339355
-41.8,0.111185991792,0.123241930518
-41.7,0.110947350718,0.12344888088
-41.6,0.110709832643,0.123654134571
-41.5,0.110473057348,0.12385802872
-41.4,0.11023702462,0.124060570314
-41.3,0.110001354126,0.124262090786
-41.2,0.109766805901,0.124461946995
-41.1,0.109532619478,0.12466079367
-41.0,0.109299174814,0.124858313208
-40.9,0.10906647175,0.125054512446
-40.8,0.108834510137,0.125249398187
-40.7,0.108603289836,0.125442977206
-40.6,0.108372810719,0.125635256245
-40.5,0.108142692293,0.125826557672
-40.4,0.107913314759,0.126016570339
-40.3,0.107684678021,0.126205300907
-40.2,0.107456781987,0.126392756008
-40.1,0.107229626578,0.126578942243
-40.0,0.107002831178,0.126764176444
-39.9,0.106776776202,0.126948152756
-39.8,0.106551461596,0.127130877704
-39.7,0.106326506663,0.127312664844
-39.6,0.106102291947,0.127493211464
-39.5,0.10587881742,0.127672524012
-39.4,0.105656083062,0.127850608911
-39.3,0.105433708063,0.128027775396
-39.2,0.105212073141,0.128203724898
