angle,w0_semFriccao/w0_comFriccao_joint1,w0_semFriccao/w0_comFriccao_joint2
-65.0,1.16989156927,0.926588190288
-64.9,1.16919632419,0.932521447672
-64.8,1.1685287009,0.938001827914
-64.7,1.16788457525,0.943099083018
-64.6,1.16726188506,0.94785857644
-64.5,1.16665807196,0.952323907023
-64.4,1.16607099663,0.956530755766
-64.3,1.16549945019,0.960504577694
-64.2,1.16494213656,0.964268830494
-64.1,1.16439765377,0.967845364367
-64.0,1.16386505912,0.971251064623
-63.9,1.16334353263,0.974500548969
-63.8,1.16283235596,0.977606565219
-63.7,1.16233061639,0.98058194185
-63.6,1.16183803798,0.983434814636
-63.5,1.16135411975,0.986173970811
-63.4,1.16087814201,0.988808736217
-63.3,1.16040970865,0.991346007079
-63.2,1.15994846185,0.993791995003
-63.1,1.15949407724,0.996152316485
-63.0,1.1590459972,0.998433391748
-62.9,1.15860421882,1.00063846825
-62.8,1.15816849561,1.00277178926
-62.7,1.15773834394,1.00483846698
-62.6,1.15731356045,1.00684198281
-62.5,1.15689395763,1.00878554399
-62.4,1.15647961558,1.01067096916
-62.3,1.15606986585,1.01250331009
-62.2,1.15566481436,1.0142839395
-62.1,1.15526407297,1.01601629094
-62.0,1.15486776507,1.01770144864
-61.9,1.15447577068,1.01934146644
-61.8,1.15408748382,1.02094028124
-61.7,1.15370329744,1.02249759398
-61.6,1.15332286813,1.02401606363
-61.5,1.15294610641,1.02549722089
-61.4,1.15257292831,1.02694250527
-61.3,1.15220301178,1.02835419352
-61.2,1.15183676972,1.02973170537
-61.1,1.15147340467,1.031078966
-61.0,1.15111357852,1.03239439984
-60.9,1.15075650511,1.03368171713
-60.8,1.15040260977,1.03494016224
-60.7,1.15005159742,1.03617154337
-60.6,1.14970341726,1.0373767455
-60.5,1.14935802128,1.0385566098
-60.4,1.14901536403,1.03971193647
-60.3,1.14867516429,1.04084427526
-60.2,1.14833785811,1.04195276553
-60.1,1.14800293077,1.043039665
-60.0,1.14767034663,1.04410560334
-59.9,1.14734030879,1.04515043689
-59.8,1.14701254761,1.04617550654
-59.7,1.14668726903,1.04718063627
-59.6,1.14636420715,1.04816709788
-59.5,1.14604333445,1.04913539572
-59.4,1.1457246248,1.05008601353
-59.3,1.14540781769,1.05102010626
-59.2,1.14509336091,1.05193672982
-59.1,1.14478099618,1.0528370117
-59.0,1.14447046696,1.05372203008
-58.9,1.14416198835,1.05459149901
-58.8,1.14385530606,1.05544645144
-58.7,1.14355063685,1.05628658874
-58.6,1.14324796323,1.05711226531
-58.5,1.14294679917,1.05792508279
-58.4,1.14264759853,1.05872408323
-58.3,1.14235034625,1.05950958519
-58.2,1.14205455898,1.06028311651
