angle,pesos_first,pesos_second
-42.9,[ 1.13369635  0.03945792 -0.16017714  0.01586228],[ 1.15487044  0.06193729 -0.41173121  0.01310776]
-42.8,[ 1.13294243  0.03937251 -0.15983042  0.01582795],[ 1.1555494   0.06205111 -0.41248782  0.01313185]
-42.7,[ 1.13219079  0.03928735 -0.15948475  0.01579372],[ 1.15622394  0.06216419 -0.41323951  0.01315578]
-42.6,[ 1.13144027  0.03920233 -0.1591396   0.01575954],[ 1.15689512  0.06227671 -0.41398746  0.01317959]
-42.5,[ 1.13069319  0.03911769 -0.15879603  0.01572551],[ 1.15756088  0.06238831 -0.41472937  0.01320321]
-42.4,[ 1.12994839  0.03903332 -0.15845351  0.01569159],[ 1.15822229  0.06249919 -0.41546643  0.01322667]
-42.3,[ 1.12920587  0.0389492  -0.15811203  0.01565778],[ 1.15887937  0.06260934 -0.41619867  0.01324998]
-42.2,[ 1.12846563  0.03886534 -0.15777161  0.01562406],[ 1.15953215  0.06271877 -0.4169261   0.01327314]
-42.1,[ 1.12772766  0.03878174 -0.15743223  0.01559045],[ 1.16018063  0.06282748 -0.41764876  0.01329615]
-42.0,[ 1.12699198  0.03869839 -0.1570939   0.01555695],[ 1.16082485  0.06293548 -0.41836666  0.013319  ]
-41.9,[ 1.12625856  0.03861531 -0.15675661  0.01552355],[ 1.16146483  0.06304276 -0.41907984  0.01334171]
-41.8,[ 1.12552742  0.03853248 -0.15642037  0.01549025],[ 1.16210059  0.06314934 -0.41978832  0.01336426]
-41.7,[ 1.1247974   0.03844977 -0.15608464  0.015457  ],[ 1.16273316  0.06325538 -0.42049323  0.0133867 ]
-41.6,[ 1.12407081  0.03836746 -0.15575049  0.01542391],[ 1.16336054  0.06336055 -0.42119237  0.01340896]
-41.5,[ 1.12334649  0.0382854  -0.15541739  0.01539093],[ 1.16398377  0.06346503 -0.42188688  0.01343107]
-41.4,[ 1.12262444  0.0382036  -0.15508533  0.01535804],[ 1.16460286  0.06356881 -0.42257678  0.01345304]
-41.3,[ 1.1219035   0.03812193 -0.15475378  0.01532521],[ 1.16521883  0.06367207 -0.4232632   0.01347489]
-41.2,[ 1.12118599  0.03804065 -0.15442381  0.01529253],[ 1.16582971  0.06377448 -0.42394395  0.01349656]
-41.1,[ 1.12046959  0.03795949 -0.15409435  0.01525991],[ 1.1664375   0.06387636 -0.42462127  0.01351812]
-41.0,[ 1.11975546  0.03787858 -0.15376593  0.01522738],[ 1.16704124  0.06397757 -0.42529406  0.01353954]
-40.9,[ 1.1190436   0.03779794 -0.15343856  0.01519496],[ 1.16764095  0.06407811 -0.42596236  0.01356082]
-40.8,[ 1.118334    0.03771755 -0.15311222  0.01516265],[ 1.16823664  0.06417797 -0.42662618  0.01358195]
-40.7,[ 1.11762668  0.03763742 -0.15278694  0.01513043],[ 1.16882833  0.06427716 -0.42728555  0.01360294]
-40.6,[ 1.11692162  0.03755754 -0.15246269  0.01509832],[ 1.16941606  0.06437568 -0.42794049  0.01362379]
-40.5,[ 1.11621766  0.0374778  -0.15213895  0.01506626],[ 1.17000079  0.0644737  -0.42859211  0.01364454]
-40.4,[ 1.11551597  0.0373983  -0.15181625  0.01503431],[ 1.17058158  0.06457107 -0.42923933  0.01366514]
-40.3,[ 1.11481655  0.03731907 -0.1514946   0.01500245],[ 1.17115846  0.06466777 -0.42988219  0.01368561]
-40.2,[ 1.11411939  0.03724009 -0.15117399  0.0149707 ],[ 1.17173144  0.06476382 -0.4305207   0.01370594]
-40.1,[ 1.1134245   0.03716136 -0.15085442  0.01493906],[ 1.17230054  0.06485923 -0.43115489  0.01372613]
-40.0,[ 1.11273071  0.03708277 -0.15053535  0.01490746],[ 1.17286672  0.06495414 -0.43178584  0.01374621]
-39.9,[ 1.11203919  0.03700443 -0.15021733  0.01487597],[ 1.17342907  0.06504841 -0.4324125   0.01376616]
-39.8,[ 1.11134993  0.03692634 -0.14990035  0.01484458],[ 1.17398759  0.06514204 -0.4330349   0.01378598]
-39.7,[ 1.11066177  0.03684838 -0.14958388  0.01481324],[ 1.17454324  0.06523519 -0.43365411  0.01380569]
-39.6,[ 1.10997587  0.03677068 -0.14926844  0.014782  ],[ 1.1750951   0.0653277  -0.43426909  0.01382527]
-39.5,[ 1.10929224  0.03669323 -0.14895405  0.01475086],[ 1.17564319  0.06541958 -0.43487986  0.01384471]
-39.4,[ 1.10861087  0.03661604 -0.1486407   0.01471983],[ 1.17618752  0.06551083 -0.43548646  0.01386402]
-39.3,[ 1.1079306   0.03653897 -0.14832786  0.01468885],[ 1.17672905  0.06560161 -0.43608993  0.01388324]
-39.2,[ 1.1072526   0.03646216 -0.14801605  0.01465797],[ 1.17726686  0.06569177 -0.43668925  0.01390232]
-39.1,[ 1.10657686  0.03638561 -0.14770529  0.0146272 ],[ 1.17780097  0.0657813  -0.43728444  0.01392126]
-39.0,[ 1.10590222  0.03630918 -0.14739503  0.01459648],[ 1.17833231  0.06587038 -0.43787656  0.01394012]
-38.9,[ 1.10522984  0.03623301 -0.14708582  0.01456585],[ 1.17885999  0.06595883 -0.43846459  0.01395884]
-38.8,[ 1.10455856  0.03615696 -0.1467771   0.01453528],[ 1.17938492  0.06604683 -0.43904957  0.01397746]
-38.7,[ 1.10388955  0.03608117 -0.14646943  0.01450481],[ 1.17990622  0.06613422 -0.43963049  0.01399595]
-38.6,[ 1.1032228   0.03600564 -0.14616281  0.01447445],[ 1.18042391  0.06622101 -0.44020738  0.01401432]
-38.5,[ 1.10255714  0.03593023 -0.14585668  0.01444413],[ 1.18093889  0.06630734 -0.44078127  0.01403259]
-38.4,[ 1.10189376  0.03585507 -0.1455516   0.01441392],[ 1.18145029  0.06639307 -0.44135116  0.01405073]
-38.3,[ 1.10123146  0.03578004 -0.14524702  0.01438376],[ 1.18195902  0.06647835 -0.44191808  0.01406878]
-38.2,[ 1.10057144  0.03570527 -0.14494349  0.0143537 ],[ 1.18246419  0.06656303 -0.44248103  0.0140867 ]
-38.1,[ 1.09991367  0.03563075 -0.14464099  0.01432374],[ 1.18296583  0.06664713 -0.44304004  0.0141045 ]
-38.0,[ 1.09925701  0.03555636 -0.144339    0.01429384],[ 1.18346483  0.06673078 -0.44359612  0.0141222 ]
-37.9,[ 1.09860261  0.03548223 -0.14403805  0.01426403],[ 1.18396033  0.06681384 -0.44414829  0.01413978]
-37.8,[ 1.09794931  0.03540821 -0.14373761  0.01423428],[ 1.18445323  0.06689647 -0.44469756  0.01415727]
-37.7,[ 1.09729827  0.03533446 -0.14343821  0.01420463],[ 1.18494265  0.06697851 -0.44524296  0.01417463]
-37.6,[ 1.09664833  0.03526083 -0.14313931  0.01417503],[ 1.18542948  0.06706013 -0.44578548  0.0141919 ]
-37.5,[ 1.09599949  0.03518732 -0.14284092  0.01414548],[ 1.18591375  0.06714131 -0.44632513  0.01420908]
-37.4,[ 1.09535408  0.03511421 -0.1425441   0.01411609],[ 1.18639372  0.06722177 -0.44686     0.01422611]
-37.3,[ 1.09470861  0.03504108 -0.14224726  0.01408669],[ 1.186872    0.06730195 -0.44739299  0.01424308]
-37.2,[ 1.0940654   0.03496822 -0.14195145  0.0140574 ],[ 1.18734689  0.06738156 -0.44792219  0.01425993]
-37.1,[ 1.09342445  0.0348956  -0.14165669  0.01402821],[ 1.18781839  0.0674606  -0.44844763  0.01427665]
-37.0,[ 1.09278461  0.03482312 -0.14136244  0.01399907],[ 1.18828739  0.06753922 -0.44897027  0.01429329]
-36.9,[ 1.09214586  0.03475075 -0.14106869  0.01396998],[ 1.18875388  0.06761742 -0.44949012  0.01430984]
-36.8,[ 1.09150938  0.03467865 -0.14077598  0.01394099],[ 1.18921704  0.06769506 -0.45000624  0.01432627]
-36.7,[ 1.090874    0.03460667 -0.14048378  0.01391206],[ 1.18967772  0.06777229 -0.45051961  0.01434262]
-36.6,[ 1.09024088  0.03453494 -0.14019262  0.01388322],[ 1.19013508  0.06784896 -0.45102929  0.01435884]
-36.5,[ 1.08960887  0.03446335 -0.13990196  0.01385444],[ 1.19059     0.06792522 -0.45153624  0.01437498]
-36.4,[ 1.08897912  0.034392   -0.13961235  0.01382576],[ 1.19104163  0.06800093 -0.45203953  0.014391  ]
-36.3,[ 1.08835048  0.03432078 -0.13932325  0.01379713],[ 1.19149083  0.06807623 -0.45254011  0.01440694]
-36.2,[ 1.08772293  0.03424969 -0.13903465  0.01376855],[ 1.19193762  0.06815113 -0.45303799  0.01442279]
-36.1,[ 1.08709766  0.03417886 -0.13874709  0.01374007],[ 1.19238116  0.06822549 -0.45353226  0.01443853]
-36.0,[ 1.08647348  0.03410814 -0.13846004  0.01371165],[ 1.1928223   0.06829944 -0.45402387  0.01445418]
-35.9,[ 1.0858504   0.03403756 -0.1381735   0.01368327],[ 1.19326106  0.06837299 -0.45451281  0.01446974]
-35.8,[ 1.0852296   0.03396723 -0.137888    0.013655  ],[ 1.19369662  0.06844601 -0.45499818  0.01448519]
-35.7,[ 1.0846099   0.03389702 -0.13760301  0.01362677],[ 1.19412981  0.06851862 -0.45548092  0.01450056]
-35.6,[ 1.0839913   0.03382694 -0.13731853  0.0135986 ],[ 1.19456064  0.06859085 -0.45596103  0.01451585]
-35.5,[ 1.08337497  0.03375712 -0.13703508  0.01357053],[ 1.19498832  0.06866254 -0.45643762  0.01453102]
-35.4,[ 1.08275974  0.03368742 -0.13675215  0.01354251],[ 1.19541366  0.06873385 -0.45691161  0.01454611]
-35.3,[ 1.08214561  0.03361785 -0.13646972  0.01351455],[ 1.19583668  0.06880476 -0.45738301  0.01456112]
-35.2,[ 1.08153259  0.0335484  -0.1361878   0.01348663],[ 1.19625737  0.06887528 -0.45785183  0.01457604]
-35.1,[ 1.08092184  0.03347921 -0.13590693  0.01345881],[ 1.19667497  0.06894529 -0.45831718  0.01459086]
-35.0,[ 1.08031337  0.03341028 -0.1356271   0.0134311 ],[ 1.19708947  0.06901477 -0.45877909  0.01460556]
-34.9,[ 1.07970482  0.03334134 -0.13534724  0.01340339],[ 1.19750248  0.06908401 -0.45923934  0.01462022]
-34.8,[ 1.07909856  0.03327266 -0.13506843  0.01337578],[ 1.19791243  0.06915273 -0.45969618  0.01463476]
-34.7,[ 1.07849339  0.0332041  -0.13479012  0.01334822],[ 1.19832011  0.06922107 -0.46015049  0.01464922]
-34.6,[ 1.07788934  0.03313567 -0.13451232  0.01332071],[ 1.19872553  0.06928904 -0.46060229  0.01466361]
-34.5,[ 1.07728638  0.03306736 -0.13423504  0.01329325],[ 1.19912871  0.06935663 -0.46105158  0.01467791]
-34.4,[ 1.07668571  0.03299931 -0.13395879  0.01326589],[ 1.19952888  0.06942371 -0.46149751  0.01469211]
-34.3,[ 1.07608613  0.03293139 -0.13368306  0.01323858],[ 1.19992682  0.06949042 -0.46194097  0.01470622]
-34.2,[ 1.07548767  0.03286359 -0.13340783  0.01321133],[ 1.20032254  0.06955676 -0.46238195  0.01472026]
-34.1,[ 1.07489031  0.03279591 -0.13313312  0.01318412],[ 1.20071605  0.06962272 -0.46282047  0.01473422]
-34.0,[ 1.07429523  0.0327285  -0.13285945  0.01315702],[ 1.2011066   0.06968819 -0.46325569  0.01474808]
-33.9,[ 1.07370009  0.03266108 -0.13258575  0.01312992],[ 1.20149572  0.06975343 -0.46368932  0.01476188]
-33.8,[ 1.07310722  0.03259391 -0.1323131   0.01310292],[ 1.2018819   0.06981816 -0.46411966  0.01477558]
-33.7,[ 1.07251547  0.03252687 -0.13204096  0.01307597],[ 1.20226591  0.06988254 -0.46454759  0.01478921]
-33.6,[ 1.07192599  0.03246009 -0.13176987  0.01304912],[ 1.202647    0.06994642 -0.46497227  0.01480273]
-33.5,[ 1.07133645  0.0323933  -0.13149875  0.01302227],[ 1.20302669  0.07001007 -0.4653954   0.0148162 ]
-33.4,[ 1.07074919  0.03232677 -0.13122868  0.01299553],[ 1.20340349  0.07007324 -0.46581529  0.01482957]
-33.3,[ 1.07016187  0.03226024 -0.13095858  0.01296878],[ 1.20377891  0.07013617 -0.46623365  0.01484288]
-33.2,[ 1.06957683  0.03219396 -0.13068953  0.01294214],[ 1.20415145  0.07019862 -0.4666488   0.0148561 ]
-33.1,[ 1.06899291  0.03212781 -0.13042099  0.01291554],[ 1.20452187  0.07026072 -0.46706159  0.01486924]
-33.0,[ 1.06841126  0.03206192 -0.1301535   0.01288905],[ 1.20488945  0.07032234 -0.46747121  0.01488228]
-32.9,[ 1.06782956  0.03199602 -0.12988598  0.01286256],[ 1.20525567  0.07038373 -0.46787932  0.01489527]
-32.8,[ 1.06724896  0.03193024 -0.12961898  0.01283612],[ 1.2056198   0.07044477 -0.46828509  0.01490819]
-32.7,[ 1.06667066  0.03186473 -0.12935302  0.01280978],[ 1.20598111  0.07050534 -0.46868773  0.01492101]
-32.6,[ 1.06609229  0.0317992  -0.12908704  0.01278344],[ 1.20634108  0.07056569 -0.46908887  0.01493378]
-32.5,[ 1.06551621  0.03173394 -0.12882211  0.01275721],[ 1.20669826  0.07062556 -0.4694869   0.01494645]
-32.4,[ 1.06494124  0.0316688  -0.12855769  0.01273102],[ 1.20705338  0.0706851  -0.46988264  0.01495905]
-32.3,[ 1.06436738  0.03160379 -0.12829378  0.01270489],[ 1.20740645  0.07074428 -0.4702761   0.01497158]
-32.2,[ 1.06379464  0.03153891 -0.12803039  0.0126788 ],[ 1.20775749  0.07080313 -0.47066729  0.01498403]
-32.1,[ 1.06322302  0.03147415 -0.1277675   0.01265277],[ 1.20810649  0.07086164 -0.47105621  0.01499641]
-32.0,[ 1.06265251  0.03140952 -0.12750514  0.01262679],[ 1.20845347  0.0709198  -0.47144287  0.01500872]
-31.9,[ 1.06208311  0.03134501 -0.12724328  0.01260085],[ 1.20879844  0.07097763 -0.47182729  0.01502096]
-31.8,[ 1.06151484  0.03128064 -0.12698194  0.01257497],[ 1.20914139  0.07103512 -0.47220948  0.01503313]
-31.7,[ 1.06094885  0.03121652 -0.12672165  0.0125492 ],[ 1.20948165  0.07109216 -0.47258865  0.0150452 ]
-31.6,[ 1.0603828   0.03115239 -0.12646133  0.01252342],[ 1.20982061  0.07114899 -0.47296638  0.01505723]
-31.5,[ 1.05981788  0.03108839 -0.12620153  0.01249769],[ 1.2101576   0.07120548 -0.47334191  0.01506918]
-31.4,[ 1.05925524  0.03102465 -0.12594278  0.01247207],[ 1.2104919   0.07126152 -0.47371445  0.01508104]
-31.3,[ 1.05869256  0.03096091 -0.12568401  0.01244644],[ 1.21082494  0.07131735 -0.47408558  0.01509286]
-31.2,[ 1.05813098  0.03089729 -0.12542575  0.01242087],[ 1.21115602  0.07137285 -0.47445453  0.0151046 ]
-31.1,[ 1.05757171  0.03083393 -0.12516855  0.0123954 ],[ 1.21148445  0.07142791 -0.47482053  0.01511625]
-31.0,[ 1.05701238  0.03077056 -0.12491132  0.01236992],[ 1.21181163  0.07148276 -0.47518513  0.01512786]
-30.9,[ 1.05645534  0.03070746 -0.12465515  0.01234455],[ 1.21213619  0.07153716 -0.47554681  0.01513937]
-30.8,[ 1.05589825  0.03064435 -0.12439895  0.01231918],[ 1.2124595   0.07159136 -0.4759071   0.01515084]
-30.7,[ 1.05534229  0.03058136 -0.12414327  0.01229386],[ 1.21278089  0.07164524 -0.47626525  0.01516225]
-30.6,[ 1.05478861  0.03051864 -0.12388865  0.01226865],[ 1.21309969  0.07169868 -0.47662051  0.01517356]
-30.5,[ 1.05423489  0.03045591 -0.123634    0.01224343],[ 1.21341726  0.07175192 -0.4769744   0.01518482]
-30.4,[ 1.05368229  0.0303933  -0.12337987  0.01221826],[ 1.21373293  0.07180484 -0.47732617  0.01519602]
-30.3,[ 1.05313199  0.03033096 -0.12312679  0.0121932 ],[ 1.21404603  0.07185732 -0.47767509  0.01520713]
-30.2,[ 1.05258164  0.03026861 -0.12287369  0.01216814],[ 1.21435792  0.07190961 -0.47802265  0.0152182 ]
-30.1,[ 1.05203241  0.03020639 -0.12262111  0.01214312],[ 1.21466794  0.07196158 -0.47836812  0.01522919]
-30.0,[ 1.0514843   0.0301443  -0.12236904  0.01211816],[ 1.21497608  0.07201323 -0.47871151  0.01524013]
-29.9,[ 1.05093732  0.03008233 -0.1221175   0.01209325],[ 1.21528236  0.07206458 -0.47905282  0.01525099]
-29.8,[ 1.05039147  0.03002049 -0.12186647  0.01206839],[ 1.21558678  0.07211561 -0.47939207  0.01526179]
-29.7,[ 1.04984675  0.02995878 -0.12161596  0.01204358],[ 1.21588936  0.07216633 -0.47972925  0.01527253]
-29.6,[ 1.04930315  0.0298972  -0.12136596  0.01201883],[ 1.21619009  0.07221675 -0.48006438  0.0152832 ]
-29.5,[ 1.04876068  0.02983575 -0.12111649  0.01199412],[ 1.216489    0.07226686 -0.48039747  0.0152938 ]
-29.4,[ 1.04821815  0.02977428 -0.12086699  0.01196941],[ 1.21678672  0.07231676 -0.48072924  0.01530436]
-29.3,[ 1.04767794  0.02971308 -0.12061855  0.01194481],[ 1.21708197  0.07236626 -0.48105827  0.01531484]
-29.2,[ 1.04713768  0.02965188 -0.1203701   0.01192021],[ 1.21737606  0.07241556 -0.48138599  0.01532527]
-29.1,[ 1.04659972  0.02959094 -0.1201227   0.01189571],[ 1.21766769  0.07246445 -0.48171098  0.01533562]
-29.0,[ 1.04606172  0.02952999 -0.11987528  0.0118712 ],[ 1.21795817  0.07251314 -0.48203468  0.01534592]
-28.9,[ 1.04552484  0.02946917 -0.11962838  0.01184675],[ 1.21824685  0.07256154 -0.48235638  0.01535616]
-28.8,[ 1.0449891   0.02940847 -0.119382    0.01182235],[ 1.21853375  0.07260963 -0.48267609  0.01536634]
-28.7,[ 1.04445449  0.02934791 -0.11913614  0.01179801],[ 1.21881886  0.07265743 -0.48299382  0.01537646]
-28.6,[ 1.04392101  0.02928747 -0.1188908   0.01177371],[ 1.21910221  0.07270493 -0.48330957  0.01538651]
-28.5,[ 1.04338749  0.02922703 -0.11864544  0.01174941],[ 1.21938441  0.07275223 -0.48362405  0.01539652]
-28.4,[ 1.04285627  0.02916685 -0.11840114  0.01172522],[ 1.21966423  0.07279914 -0.48393587  0.01540645]
-28.3,[ 1.04232502  0.02910666 -0.11815683  0.01170103],[ 1.21994291  0.07284586 -0.48424643  0.01541633]
-28.2,[ 1.04179489  0.02904661 -0.11791303  0.01167688],[ 1.22021985  0.07289229 -0.48455505  0.01542616]
-28.1,[ 1.04126591  0.02898668 -0.11766976  0.01165279],[ 1.22049505  0.07293842 -0.48486172  0.01543592]
-28.0,[ 1.04073805  0.02892688 -0.117427    0.01162875],[ 1.22076851  0.07298426 -0.48516646  0.01544562]
-27.9,[ 1.04021133  0.02886721 -0.11718477  0.01160476],[ 1.22104025  0.07302981 -0.48546928  0.01545526]
-27.8,[ 1.03968457  0.02880753 -0.11694253  0.01158077],[ 1.22131087  0.07307518 -0.48577085  0.01546486]
-27.7,[ 1.03915895  0.02874799 -0.1167008   0.01155684],[ 1.22157977  0.07312026 -0.48607051  0.0154744 ]
-27.6,[ 1.03863446  0.02868857 -0.1164596   0.01153295],[ 1.22184697  0.07316505 -0.48636827  0.01548388]
-27.5,[ 1.03811111  0.02862928 -0.11621891  0.01150912],[ 1.22211246  0.07320956 -0.48666413  0.0154933 ]
-27.4,[ 1.0375889   0.02857012 -0.11597876  0.01148533],[ 1.22237626  0.07325378 -0.4869581   0.01550266]
-27.3,[ 1.03706783  0.02851109 -0.11573912  0.0114616 ],[ 1.22263837  0.07329772 -0.48725019  0.01551196]
-27.2,[ 1.03654672  0.02845205 -0.11549947  0.01143787],[ 1.22289939  0.07334148 -0.48754106  0.01552122]
-27.1,[ 1.03602675  0.02839315 -0.11526035  0.01141419],[ 1.22315873  0.07338495 -0.48783006  0.01553042]
-27.0,[ 1.03550792  0.02833437 -0.11502174  0.01139056],[ 1.2234164   0.07342815 -0.4881172   0.01553956]
-26.9,[ 1.03499023  0.02827572 -0.11478366  0.01136698],[ 1.2236724   0.07347106 -0.48840249  0.01554864]
-26.8,[ 1.0344725   0.02821707 -0.11454557  0.0113434 ],[ 1.22392733  0.0735138  -0.48868657  0.01555769]
-26.7,[ 1.03395709  0.02815868 -0.11430854  0.01131993],[ 1.22418002  0.07355616 -0.48896817  0.01556665]
-26.6,[ 1.03344164  0.02810029 -0.11407149  0.01129646],[ 1.22443164  0.07359834 -0.48924857  0.01557558]
-26.5,[ 1.03292616  0.02804189 -0.11383443  0.01127298],[ 1.2246822   0.07364034 -0.48952778  0.01558447]
-26.4,[ 1.032413    0.02798375 -0.11359844  0.01124961],[ 1.22493055  0.07368197 -0.48980454  0.01559328]
-26.3,[ 1.03189981  0.02792562 -0.11336243  0.01122624],[ 1.22517784  0.07372343 -0.49008011  0.01560205]
-26.2,[ 1.03138776  0.02786761 -0.11312694  0.01120292],[ 1.2254235   0.07376461 -0.49035387  0.01561077]
-26.1,[ 1.03087685  0.02780973 -0.11289199  0.01117965],[ 1.22566754  0.07380552 -0.49062583  0.01561943]
-26.0,[ 1.03036709  0.02775198 -0.11265755  0.01115644],[ 1.22590998  0.07384616 -0.49089599  0.01562803]
-25.9,[ 1.0298573   0.02769422 -0.11242311  0.01113322],[ 1.22615137  0.07388663 -0.49116499  0.01563659]
-25.8,[ 1.02934865  0.0276366  -0.11218919  0.01111005],[ 1.22639115  0.07392683 -0.4914322   0.0156451 ]
-25.7,[ 1.02883997  0.02757897 -0.11195525  0.01108689],[ 1.2266299   0.07396685 -0.49169825  0.01565357]
-25.6,[ 1.02833362  0.02752161 -0.11172239  0.01106383],[ 1.2268665   0.07400651 -0.49196192  0.01566196]
-25.5,[ 1.02782723  0.02746424 -0.11148951  0.01104076],[ 1.22710207  0.074046   -0.49222443  0.01567032]
-25.4,[ 1.02732199  0.02740701 -0.11125716  0.01101775],[ 1.22733606  0.07408523 -0.49248518  0.01567862]
-25.3,[ 1.02681791  0.0273499  -0.11102534  0.0109948 ],[ 1.22756848  0.07412419 -0.49274419  0.01568687]
-25.2,[ 1.02631379  0.02729279 -0.1107935   0.01097184],[ 1.22779987  0.07416298 -0.49300205  0.01569507]
-25.1,[ 1.02581082  0.02723581 -0.11056219  0.01094893],[ 1.22802971  0.07420151 -0.49325817  0.01570323]
-25.0,[ 1.025309    0.02717896 -0.11033141  0.01092608],[ 1.22825799  0.07423978 -0.49351256  0.01571133]
-24.9,[ 1.02480715  0.0271221  -0.11010062  0.01090322],[ 1.22848525  0.07427787 -0.49376581  0.01571939]
-24.8,[ 1.02430645  0.02706538 -0.10987036  0.01088042],[ 1.22871096  0.07431571 -0.49401734  0.0157274 ]
-24.7,[ 1.02380691  0.02700879 -0.10964062  0.01085767],[ 1.22893514  0.07435329 -0.49426716  0.01573535]
-24.6,[ 1.02330733  0.02695219 -0.10941088  0.01083492],[ 1.22915831  0.0743907  -0.49451586  0.01574327]
-24.5,[ 1.02280891  0.02689573 -0.10918166  0.01081222],[ 1.22937995  0.07442786 -0.49476285  0.01575113]
-24.4,[ 1.02231165  0.02683939 -0.10895297  0.01078957],[ 1.22960007  0.07446476 -0.49500814  0.01575894]
-24.3,[ 1.02181435  0.02678306 -0.10872428  0.01076692],[ 1.22981919  0.07450149 -0.49525232  0.01576671]
-24.2,[ 1.02131939  0.02672698 -0.10849665  0.01074438],[ 1.23003628  0.07453788 -0.49549424  0.01577442]
-24.1,[ 1.02082323  0.02667077 -0.10826847  0.01072179],[ 1.23025289  0.0745742  -0.49573563  0.0157821 ]
-24.0,[ 1.0203294   0.02661483 -0.10804137  0.0106993 ],[ 1.23046749  0.07461017 -0.49597477  0.01578971]
-23.9,[ 1.01983554  0.02655888 -0.10781425  0.01067681],[ 1.2306811   0.07464598 -0.49621281  0.01579729]
-23.8,[ 1.01934285  0.02650307 -0.10758767  0.01065437],[ 1.23089322  0.07468154 -0.49644919  0.01580482]
-23.7,[ 1.01885012  0.02644725 -0.10736107  0.01063193],[ 1.23110436  0.07471693 -0.49668448  0.01581231]
-23.6,[ 1.01835856  0.02639156 -0.10713501  0.01060954],[ 1.23131401  0.07475208 -0.49691812  0.01581975]
-23.5,[ 1.01786697  0.02633587 -0.10690893  0.01058715],[ 1.23152269  0.07478706 -0.49715067  0.01582715]
-23.4,[ 1.01737772  0.02628044 -0.10668394  0.01056487],[ 1.2317294   0.07482171 -0.49738102  0.01583448]
-23.3,[ 1.01688845  0.02622501 -0.10645893  0.01054259],[ 1.23193514  0.0748562  -0.49761029  0.01584178]
-23.2,[ 1.01639916  0.02616958 -0.10623391  0.0105203 ],[ 1.23213992  0.07489053 -0.49783849  0.01584905]
-23.1,[ 1.01591102  0.02611428 -0.10600942  0.01049807],[ 1.23234323  0.07492462 -0.49806506  0.01585626]
-23.0,[ 1.01542405  0.02605911 -0.10578547  0.0104759 ],[ 1.2325451   0.07495846 -0.49829001  0.01586342]
-22.9,[ 1.01493706  0.02600394 -0.10556151  0.01045372],[ 1.232746    0.07499213 -0.4985139   0.01587055]
-22.8,[ 1.01445123  0.02594891 -0.10533809  0.01043159],[ 1.23294547  0.07502557 -0.49873617  0.01587762]
-22.7,[ 1.01396656  0.025894   -0.10511519  0.01040952],[ 1.23314349  0.07505877 -0.49895685  0.01588465]
-22.6,[ 1.01348187  0.02583909 -0.10489229  0.01038744],[ 1.23334057  0.07509181 -0.49917647  0.01589164]
-22.5,[ 1.01299834  0.02578431 -0.10466992  0.01036542],[ 1.23353622  0.0751246  -0.4993945   0.01589858]
-22.4,[ 1.01251479  0.02572953 -0.10444755  0.0103434 ],[ 1.23373092  0.07515724 -0.49961147  0.01590549]
-22.3,[ 1.01203241  0.02567488 -0.10422571  0.01032143],[ 1.23392421  0.07518965 -0.49982686  0.01591235]
-22.2,[ 1.01155001  0.02562023 -0.10400386  0.01029946],[ 1.23411655  0.07522189 -0.5000412   0.01591917]
-22.1,[ 1.01106996  0.02556585 -0.10378309  0.0102776 ],[ 1.23430702  0.07525382 -0.50025346  0.01592593]
-22.0,[ 1.01058871  0.02551133 -0.10356177  0.01025568],[ 1.23449702  0.07528567 -0.50046519  0.01593267]
-21.9,[ 1.01010862  0.02545694 -0.10334099  0.01023382],[ 1.23468562  0.07531729 -0.50067536  0.01593936]
-21.8,[ 1.0096297   0.02540269 -0.10312074  0.01021201],[ 1.23487282  0.07534867 -0.50088397  0.015946  ]
-21.7,[ 1.00915195  0.02534856 -0.10290103  0.01019025],[ 1.23505864  0.07537982 -0.50109104  0.01595259]
-21.6,[ 1.00867419  0.02529444 -0.10268131  0.01016849],[ 1.23524353  0.07541081 -0.50129708  0.01595915]
-21.5,[ 1.0081964   0.02524031 -0.10246159  0.01014673],[ 1.23542749  0.07544165 -0.50150209  0.01596568]
-21.4,[ 1.00771979  0.02518632 -0.1022424   0.01012503],[ 1.23561008  0.07547226 -0.50170556  0.01597216]
-21.3,[ 1.00724434  0.02513245 -0.10202375  0.01010337],[ 1.2357913   0.07550264 -0.50190751  0.01597859]
-21.2,[ 1.00676889  0.02507859 -0.10180509  0.01008172],[ 1.23597161  0.07553287 -0.50210843  0.01598498]
-21.1,[ 1.0062946   0.02502486 -0.10158697  0.01006012],[ 1.23615055  0.07556286 -0.50230784  0.01599133]
-21.0,[ 1.0058203   0.02497113 -0.10136885  0.01003852],[ 1.23632858  0.07559271 -0.50250624  0.01599765]
-20.9,[ 1.00534717  0.02491753 -0.10115126  0.01001697],[ 1.23650526  0.07562233 -0.50270312  0.01600392]
-20.8,[ 1.00487402  0.02486393 -0.10093367  0.00999542],[ 1.23668103  0.07565179 -0.502899    0.01601015]
-20.7,[ 1.00440205  0.02481046 -0.10071662  0.00997393],[ 1.23685545  0.07568103 -0.50309337  0.01601634]
-20.6,[ 1.00393007  0.02475699 -0.10049956  0.00995243],[ 1.23702898  0.07571012 -0.50328674  0.0160225 ]
