angle,pesos_first,pesos_second
-20.5,[ 1.00345926  0.02470365 -0.10028305  0.00993099],[ 1.23720116  0.07573899 -0.50347862  0.0160286 ]
-20.4,[ 1.00298844  0.02465031 -0.10006652  0.00990955],[ 1.23737245  0.0757677  -0.5036695   0.01603468]
-20.3,[ 1.0025188   0.02459711 -0.09985054  0.00988816],[ 1.23754241  0.07579619 -0.5038589   0.01604071]
-20.2,[ 1.00205033  0.02454404 -0.0996351   0.00986683],[ 1.23771105  0.07582446 -0.50404682  0.01604669]
-20.1,[ 1.00158185  0.02449096 -0.09941965  0.00984549],[ 1.2378788   0.07585258 -0.50423376  0.01605264]
-20.0,[ 1.00111336  0.02443789 -0.0992042   0.00982415],[ 1.23804565  0.07588055 -0.5044197   0.01605856]
-19.9,[ 1.00064605  0.02438495 -0.09898929  0.00980287],[ 1.2382112   0.0759083  -0.50460418  0.01606444]
-19.8,[ 1.00017873  0.02433201 -0.09877438  0.00978159],[ 1.23837586  0.07593591 -0.50478768  0.01607028]
-19.7,[ 0.99971259  0.0242792  -0.09856001  0.00976036],[ 1.23853922  0.07596329 -0.50496972  0.01607607]
-19.6,[ 0.99924762  0.02422652 -0.09834617  0.00973918],[ 1.23870128  0.07599046 -0.50515032  0.01608182]
-19.5,[ 0.99878265  0.02417385 -0.09813234  0.00971801],[ 1.23886247  0.07601748 -0.50532994  0.01608754]
-19.4,[ 0.99831767  0.02412117 -0.0979185   0.00969683],[ 1.23902277  0.07604436 -0.50550858  0.01609323]
-19.3,[ 0.99785387  0.02406863 -0.09770521  0.00967571],[ 1.2391818   0.07607101 -0.50568579  0.01609887]
-19.2,[ 0.99739007  0.02401609 -0.09749191  0.00965459],[ 1.23933994  0.07609752 -0.50586203  0.01610448]
-19.1,[ 0.99692744  0.02396368 -0.09727916  0.00963352],[ 1.23949682  0.07612382 -0.50603684  0.01611005]
-19.0,[ 0.996466    0.0239114  -0.09706695  0.0096125 ],[ 1.23965242  0.07614991 -0.50621024  0.01611557]
-18.9,[ 0.99600337  0.02385899 -0.09685419  0.00959143],[ 1.23980755  0.07617591 -0.50638312  0.01612107]
-18.8,[ 0.9955431   0.02380685 -0.09664252  0.00957047],[ 1.23996102  0.07620164 -0.50655415  0.01612652]
-18.7,[ 0.99508165  0.02375457 -0.0964303   0.00954946],[ 1.24011403  0.07622729 -0.50672465  0.01613194]
-18.6,[ 0.99462137  0.02370243 -0.09621863  0.0095285 ],[ 1.24026577  0.07625273 -0.50689375  0.01613733]
-18.5,[ 0.99416228  0.02365042 -0.0960075   0.00950759],[ 1.24041627  0.07627796 -0.50706146  0.01614267]
-18.4,[ 0.99370319  0.02359841 -0.09579637  0.00948668],[ 1.24056591  0.07630304 -0.50722821  0.01614798]
-18.3,[ 0.99324529  0.02354653 -0.09558579  0.00946583],[ 1.2407143   0.07632792 -0.50739358  0.01615324]
-18.2,[ 0.99278738  0.02349466 -0.0953752   0.00944497],[ 1.24086185  0.07635265 -0.507558    0.01615847]
-18.1,[ 0.99232947  0.02344278 -0.09516462  0.00942412],[ 1.24100853  0.07637724 -0.50772147  0.01616368]
-18.0,[ 0.99187275  0.02339104 -0.09495458  0.00940332],[ 1.24115399  0.07640163 -0.50788356  0.01616884]
-17.9,[ 0.99141602  0.0233393  -0.09474454  0.00938252],[ 1.2412986   0.07642587 -0.5080447   0.01617397]
-17.8,[ 0.99096049  0.02328769 -0.09453504  0.00936177],[ 1.24144198  0.0764499  -0.50820449  0.01617906]
-17.7,[ 0.99050495  0.02323609 -0.09432555  0.00934102],[ 1.24158452  0.0764738  -0.50836333  0.01618411]
-17.6,[ 0.9900506   0.02318461 -0.0941166   0.00932033],[ 1.24172584  0.07649749 -0.50852081  0.01618913]
-17.5,[ 0.98959625  0.02313314 -0.09390765  0.00929964],[ 1.24186632  0.07652104 -0.50867736  0.01619411]
-17.4,[ 0.98914191  0.02308167 -0.09369871  0.00927895],[ 1.24200596  0.07654445 -0.50883297  0.01619906]
-17.3,[ 0.98868876  0.02303033 -0.09349031  0.00925831],[ 1.24214439  0.07656765 -0.50898724  0.01620397]
-17.2,[ 0.9882356   0.022979   -0.09328191  0.00923767],[ 1.24228199  0.07659072 -0.50914057  0.01620886]
-17.1,[ 0.98778364  0.02292779 -0.09307406  0.00921709],[ 1.24241839  0.07661359 -0.50929257  0.0162137 ]
-17.0,[ 0.98733168  0.02287659 -0.09286621  0.00919651],[ 1.24255395  0.07663631 -0.50944364  0.0162185 ]
-16.9,[ 0.98688091  0.02282553 -0.09265891  0.00917598],[ 1.24268833  0.07665884 -0.50959339  0.01622327]
-16.8,[ 0.98643015  0.02277446 -0.09245161  0.00915545],[ 1.24282188  0.07668123 -0.50974222  0.01622801]
-16.7,[ 0.98597939  0.0227234  -0.09224431  0.00913492],[ 1.2429546   0.07670347 -0.50989011  0.01623272]
-16.6,[ 0.98552983  0.02267247 -0.09203757  0.00911445],[ 1.24308614  0.07672553 -0.5100367   0.01623739]
-16.5,[ 0.98508027  0.02262154 -0.09183082  0.00909397],[ 1.24321685  0.07674744 -0.51018237  0.01624202]
-16.4,[ 0.98463072  0.02257061 -0.09162408  0.0090735 ],[ 1.24334674  0.07676921 -0.51032711  0.01624663]
-16.3,[ 0.98418236  0.02251981 -0.09141789  0.00905308],[ 1.24347546  0.07679079 -0.51047055  0.0162512 ]
-16.2,[ 0.98373401  0.02246902 -0.0912117   0.00903266],[ 1.24360336  0.07681223 -0.51061308  0.01625573]
-16.1,[ 0.98328685  0.02241836 -0.09100605  0.0090123 ],[ 1.2437301   0.07683348 -0.51075432  0.01626023]
-16.0,[ 0.9828397   0.02236771 -0.09080042  0.00899193],[ 1.24385603  0.07685459 -0.51089465  0.0162647 ]
-15.9,[ 0.98239257  0.02231705 -0.09059479  0.00897157],[ 1.24398113  0.07687556 -0.51103406  0.01626914]
-15.8,[ 0.98194662  0.02226653 -0.0903897   0.00895126],[ 1.24410509  0.07689634 -0.51117219  0.01627353]
-15.7,[ 0.98150069  0.02221601 -0.09018462  0.00893095],[ 1.24422823  0.07691698 -0.51130942  0.0162779 ]
-15.6,[ 0.98105595  0.02216563 -0.0899801   0.0089107 ],[ 1.24435023  0.07693744 -0.51144538  0.01628223]
-15.5,[ 0.98061122  0.02211525 -0.08977557  0.00889044],[ 1.24447143  0.07695775 -0.51158043  0.01628653]
-15.4,[ 0.98016651  0.02206487 -0.08957106  0.00887019],[ 1.24459181  0.07697793 -0.51171458  0.0162908 ]
-15.3,[ 0.97972299  0.02201462 -0.08936709  0.00884999],[ 1.24471106  0.07699792 -0.51184747  0.01629503]
-15.2,[ 0.97927949  0.02196438 -0.08916313  0.00882979],[ 1.24482951  0.07701778 -0.51197947  0.01629923]
-15.1,[ 0.978836    0.02191414 -0.08895917  0.00880959],[ 1.24494714  0.0770375  -0.51211056  0.01630341]
-15.0,[ 0.9783937   0.02186403 -0.08875577  0.00878945],[ 1.24506367  0.07705703 -0.51224041  0.01630754]
-14.9,[ 0.97795142  0.02181392 -0.08855237  0.00876931],[ 1.24517938  0.07707643 -0.51236936  0.01631165]
-14.8,[ 0.97750916  0.02176382 -0.08834898  0.00874917],[ 1.2452943   0.0770957  -0.51249742  0.01631572]
-14.7,[ 0.97706809  0.02171385 -0.08814614  0.00872908],[ 1.2454081   0.07711477 -0.51262424  0.01631976]
-14.6,[ 0.97662704  0.02166389 -0.08794331  0.00870899],[ 1.24552111  0.07713372 -0.51275018  0.01632377]
-14.5,[ 0.97618719  0.02161406 -0.08774103  0.00868896],[ 1.24563302  0.07715248 -0.51287488  0.01632774]
-14.4,[ 0.97574618  0.0215641  -0.08753821  0.00866888],[ 1.24574443  0.07717115 -0.51299904  0.01633169]
-14.3,[ 0.97530636  0.02151427 -0.08733595  0.00864885],[ 1.24585474  0.07718965 -0.51312197  0.01633561]
-14.2,[ 0.97486774  0.02146458 -0.08713423  0.00862887],[ 1.24596397  0.07720796 -0.51324369  0.01633948]
-14.1,[ 0.97442915  0.02141489 -0.08693253  0.0086089 ],[ 1.2460724   0.07722614 -0.51336452  0.01634333]
-14.0,[ 0.97399057  0.02136521 -0.08673083  0.00858892],[ 1.24618005  0.07724418 -0.51348448  0.01634715]
-13.9,[ 0.97355201  0.02131552 -0.08652914  0.00856895],[ 1.2462869   0.07726209 -0.51360355  0.01635094]
-13.8,[ 0.97311465  0.02126598 -0.08632801  0.00854903],[ 1.24639267  0.07727982 -0.51372142  0.01635469]
-13.7,[ 0.97267731  0.02121643 -0.08612689  0.00852911],[ 1.24649766  0.07729742 -0.51383842  0.01635842]
-13.6,[ 0.97224     0.02116689 -0.08592577  0.0085092 ],[ 1.24660186  0.07731489 -0.51395453  0.01636211]
-13.5,[ 0.97180388  0.02111748 -0.08572521  0.00848934],[ 1.24670499  0.07733218 -0.51406946  0.01636577]
-13.4,[ 0.97136779  0.02106808 -0.08552466  0.00846947],[ 1.24680734  0.07734934 -0.51418352  0.0163694 ]
-13.3,[ 0.97093172  0.02101868 -0.08532411  0.00844962],[ 1.2469089   0.07736636 -0.5142967   0.01637301]
-13.2,[ 0.97049685  0.02096941 -0.08512413  0.00842981],[ 1.24700941  0.07738321 -0.5144087   0.01637657]
-13.1,[ 0.97006083  0.02092002 -0.0849236   0.00840995],[ 1.24710941  0.07739998 -0.51452014  0.01638012]
-13.0,[ 0.96962719  0.02087089 -0.08472418  0.0083902 ],[ 1.24720809  0.07741652 -0.5146301   0.01638362]
-12.9,[ 0.9691924   0.02082163 -0.08452422  0.0083704 ],[ 1.24730626  0.07743297 -0.5147395   0.0163871 ]
-12.8,[ 0.96875881  0.02077251 -0.08432482  0.00835066],[ 1.24740338  0.07744926 -0.51484773  0.01639055]
-12.7,[ 0.96832524  0.0207234  -0.08412543  0.00833091],[ 1.24749973  0.07746541 -0.5149551   0.01639397]
-12.6,[ 0.9678917   0.02067428 -0.08392605  0.00831117],[ 1.2475953   0.07748143 -0.5150616   0.01639736]
-12.5,[ 0.96745937  0.0206253  -0.08372723  0.00829148],[ 1.24768984  0.07749728 -0.51516695  0.01640071]
-12.4,[ 0.96702706  0.02057633 -0.08352842  0.00827179],[ 1.2477836   0.077513   -0.51527144  0.01640404]
-12.3,[ 0.96659478  0.02052736 -0.08332962  0.0082521 ],[ 1.24787659  0.07752858 -0.51537507  0.01640734]
-12.2,[ 0.96616371  0.02047852 -0.08313138  0.00823247],[ 1.24796856  0.077544   -0.51547756  0.0164106 ]
-12.1,[ 0.96573149  0.02042956 -0.0829326   0.00821278],[ 1.24806001  0.07755933 -0.51557947  0.01641384]
-12.0,[ 0.96530047  0.02038073 -0.08273439  0.00819316],[ 1.24815044  0.07757449 -0.51568024  0.01641705]
-11.9,[ 0.96487066  0.02033203 -0.08253672  0.00817358],[ 1.24823986  0.07758948 -0.51577988  0.01642022]
-11.8,[ 0.9644397   0.02028321 -0.08233853  0.00815395],[ 1.24832875  0.07760438 -0.51587895  0.01642338]
-11.7,[ 0.96400996  0.02023453 -0.0821409   0.00813438],[ 1.24841664  0.07761912 -0.51597688  0.0164265 ]
-11.6,[ 0.96358024  0.02018585 -0.08194328  0.00811481],[ 1.24850376  0.07763372 -0.51607397  0.01642959]
-11.5,[ 0.96315055  0.02013717 -0.08174567  0.00809524],[ 1.24859011  0.0776482  -0.5161702   0.01643265]
-11.4,[ 0.96272207  0.02008863 -0.08154862  0.00807573],[ 1.24867547  0.07766251 -0.51626532  0.01643568]
-11.3,[ 0.96229363  0.02004009 -0.08135158  0.00805622],[ 1.24876007  0.07767669 -0.51635959  0.01643868]
-11.2,[ 0.96186521  0.01999155 -0.08115456  0.00803671],[ 1.2488439   0.07769074 -0.51645301  0.01644165]
-11.1,[ 0.96143683  0.01994302 -0.08095756  0.0080172 ],[ 1.24892697  0.07770467 -0.51654559  0.0164446 ]
-11.0,[ 0.96100966  0.01989463 -0.08076111  0.00799774],[ 1.24900906  0.07771843 -0.51663706  0.01644751]
-10.9,[ 0.96058253  0.01984624 -0.08056467  0.00797829],[ 1.24909039  0.07773206 -0.5167277   0.0164504 ]
-10.8,[ 0.96015542  0.01979786 -0.08036826  0.00795884],[ 1.24917096  0.07774557 -0.51681748  0.01645326]
-10.7,[ 0.95972836  0.01974947 -0.08017185  0.00793939],[ 1.24925078  0.07775895 -0.51690643  0.01645609]
-10.6,[ 0.9593025   0.01970123 -0.07997601  0.00791999],[ 1.24932962  0.07777217 -0.51699428  0.01645889]
-10.5,[ 0.95887668  0.01965299 -0.07978018  0.0079006 ],[ 1.2494077   0.07778526 -0.5170813   0.01646166]
-10.4,[ 0.9584509   0.01960475 -0.07958437  0.00788121],[ 1.24948503  0.07779822 -0.51716748  0.0164644 ]
-10.3,[ 0.95802515  0.01955652 -0.07938858  0.00786182],[ 1.24956161  0.07781106 -0.51725282  0.01646712]
-10.2,[ 0.95760062  0.01950843 -0.07919334  0.00784249],[ 1.24963723  0.07782373 -0.51733708  0.0164698 ]
-10.1,[ 0.95717495  0.0194602  -0.07899758  0.0078231 ],[ 1.2497123   0.07783632 -0.51742074  0.01647246]
-10.0,[ 0.95675049  0.01941212 -0.07880238  0.00780377],[ 1.24978642  0.07784874 -0.51750334  0.01647509]
-9.9,[ 0.95632725  0.01936417 -0.07860774  0.00778449],[ 1.24985958  0.07786101 -0.51758487  0.01647769]
-9.8,[ 0.95590287  0.01931609 -0.07841257  0.00776517],[ 1.2499322   0.07787318 -0.51766579  0.01648026]
-9.7,[ 0.95547971  0.01926815 -0.07821796  0.0077459 ],[ 1.25000387  0.0778852  -0.51774566  0.01648281]
-9.6,[ 0.9550554   0.01922009 -0.07802283  0.00772657],[ 1.25007499  0.07789712 -0.51782491  0.01648533]
-9.5,[ 0.9546335   0.01917229 -0.0778288   0.00770736],[ 1.25014497  0.07790885 -0.5179029   0.01648781]
-9.4,[ 0.95421045  0.01912436 -0.07763425  0.00768809],[ 1.2502144   0.07792049 -0.51798027  0.01649027]
-9.3,[ 0.95378745  0.01907644 -0.07743972  0.00766883],[ 1.25028309  0.077932   -0.51805681  0.01649271]
-9.2,[ 0.95336567  0.01902866 -0.07724575  0.00764962],[ 1.25035084  0.07794336 -0.51813231  0.01649511]
-9.1,[ 0.95294393  0.01898088 -0.0770518   0.00763041],[ 1.25041785  0.07795459 -0.51820698  0.01649749]
-9.0,[ 0.95252223  0.01893311 -0.07685786  0.00761121],[ 1.25048411  0.0779657  -0.51828083  0.01649984]
-8.9,[ 0.95210057  0.01888534 -0.07666395  0.007592  ],[ 1.25054964  0.07797669 -0.51835385  0.01650217]
-8.8,[ 0.95168013  0.01883771 -0.0764706   0.00757285],[ 1.25061424  0.07798752 -0.51842584  0.01650446]
-8.7,[ 0.95125856  0.01878995 -0.07627672  0.00755366],[ 1.25067828  0.07799825 -0.5184972   0.01650673]
-8.6,[ 0.95083822  0.01874233 -0.07608341  0.00753451],[ 1.2507414   0.07800883 -0.51856755  0.01650897]
-8.5,[ 0.95041791  0.01869472 -0.07589012  0.00751537],[ 1.25080379  0.07801929 -0.51863707  0.01651118]
-8.4,[ 0.94999765  0.01864711 -0.07569685  0.00749623],[ 1.25086543  0.07802963 -0.51870576  0.01651337]
-8.3,[ 0.94957862  0.01859963 -0.07550414  0.00747715],[ 1.25092617  0.07803981 -0.51877345  0.01651553]
-8.2,[ 0.94915845  0.01855203 -0.07531091  0.00745801],[ 1.25098634  0.07804989 -0.5188405   0.01651766]
-8.1,[ 0.94873951  0.01850457 -0.07511825  0.00743893],[ 1.25104561  0.07805983 -0.51890655  0.01651976]
-8.0,[ 0.94832061  0.01845712 -0.0749256   0.00741985],[ 1.25110414  0.07806964 -0.51897177  0.01652184]
-7.9,[ 0.94790176  0.01840967 -0.07473298  0.00740078],[ 1.25116194  0.07807933 -0.51903618  0.01652389]
-7.8,[ 0.94748414  0.01836236 -0.07454092  0.00738176],[ 1.25121884  0.07808887 -0.51909959  0.01652591]
-7.7,[ 0.94706539  0.01831492 -0.07434834  0.00736269],[ 1.25127517  0.07809831 -0.51916236  0.01652791]
-7.6,[ 0.94664786  0.01826762 -0.07415633  0.00734367],[ 1.25133061  0.07810761 -0.51922414  0.01652987]
-7.5,[ 0.94622921  0.01822019 -0.0739638   0.00732461],[ 1.25138547  0.0781168  -0.51928528  0.01653182]
-7.4,[ 0.94581178  0.0181729  -0.07377183  0.0073056 ],[ 1.25143945  0.07812585 -0.51934543  0.01653374]
-7.3,[ 0.94539558  0.01812575 -0.07358043  0.00728664],[ 1.25149254  0.07813475 -0.5194046   0.01653562]
-7.2,[ 0.94497826  0.01807847 -0.0733885   0.00726764],[ 1.25154506  0.07814356 -0.51946312  0.01653748]
-7.1,[ 0.94456098  0.0180312  -0.07319661  0.00724863],[ 1.25159684  0.07815224 -0.51952083  0.01653932]
-7.0,[ 0.94414494  0.01798406 -0.07300527  0.00722968],[ 1.25164775  0.07816077 -0.51957756  0.01654113]
-6.9,[ 0.94372894  0.01793694 -0.07281396  0.00721074],[ 1.25169793  0.07816918 -0.51963348  0.01654291]
-6.8,[ 0.943313    0.01788982 -0.07262268  0.0071918 ],[ 1.25174739  0.07817747 -0.51968859  0.01654466]
-6.7,[ 0.94289712  0.0178427  -0.07243142  0.00717286],[ 1.25179612  0.07818564 -0.51974289  0.01654639]
-6.6,[ 0.94248128  0.01779559 -0.07224018  0.00715392],[ 1.25184412  0.07819369 -0.51979638  0.01654809]
-6.5,[ 0.94206551  0.01774849 -0.07204897  0.00713498],[ 1.25189139  0.07820161 -0.51984907  0.01654977]
-6.4,[ 0.94165096  0.01770153 -0.07185833  0.0071161 ],[ 1.25193781  0.07820939 -0.51990079  0.01655142]
-6.3,[ 0.94123529  0.01765444 -0.07166717  0.00709717],[ 1.25198363  0.07821708 -0.51995185  0.01655304]
-6.2,[ 0.94082085  0.01760749 -0.07147658  0.0070783 ],[ 1.25202859  0.07822461 -0.52000196  0.01655464]
-6.1,[ 0.94040647  0.01756054 -0.07128601  0.00705943],[ 1.25207283  0.07823203 -0.52005126  0.01655621]
-6.0,[ 0.93999215  0.0175136  -0.07109547  0.00704056],[ 1.25211635  0.07823933 -0.52009976  0.01655775]
-5.9,[ 0.93957788  0.01746667 -0.07090495  0.00702169],[ 1.25215915  0.0782465  -0.52014745  0.01655927]
-5.8,[ 0.93916368  0.01741975 -0.07071446  0.00700283],[ 1.25220122  0.07825355 -0.52019433  0.01656076]
-5.7,[ 0.9387507   0.01737296 -0.07052454  0.00698402],[ 1.25224245  0.07826046 -0.52024028  0.01656222]
-5.6,[ 0.93833661  0.01732605 -0.07033411  0.00696516],[ 1.25228308  0.07826728 -0.52028555  0.01656366]
-5.5,[ 0.93792375  0.01727928 -0.07014424  0.00694636],[ 1.25232287  0.07827395 -0.52032989  0.01656508]
-5.4,[ 0.93751096  0.01723252 -0.0699544   0.00692756],[ 1.25236194  0.0782805  -0.52037343  0.01656646]
-5.3,[ 0.93709705  0.01718562 -0.06976405  0.00690871],[ 1.2524004   0.07828694 -0.52041629  0.01656783]
-5.2,[ 0.93668437  0.01713887 -0.06957427  0.00688991],[ 1.25243803  0.07829325 -0.52045822  0.01656916]
-5.1,[ 0.93627293  0.01709226 -0.06938506  0.00687118],[ 1.25247483  0.07829942 -0.52049924  0.01657047]
-5.0,[ 0.93586038  0.01704553 -0.06919533  0.00685239],[ 1.25251102  0.07830549 -0.52053957  0.01657175]
-4.9,[ 0.9354479   0.0169988  -0.06900563  0.0068336 ],[ 1.25254649  0.07831143 -0.5205791   0.01657301]
-4.8,[ 0.93503547  0.01695207 -0.06881597  0.00681482],[ 1.25258124  0.07831726 -0.52061782  0.01657424]
-4.7,[ 0.93462428  0.01690549 -0.06862687  0.00679609],[ 1.25261518  0.07832295 -0.52065564  0.01657545]
-4.6,[ 0.93421316  0.01685892 -0.0684378   0.00677737],[ 1.2526484   0.07832852 -0.52069265  0.01657663]
-4.5,[ 0.93380093  0.01681221 -0.06824822  0.0067586 ],[ 1.25268099  0.07833398 -0.52072898  0.01657778]
-4.4,[ 0.93338994  0.01676565 -0.06805921  0.00673988],[ 1.25271277  0.07833931 -0.5207644   0.01657891]
-4.3,[ 0.93297901  0.0167191  -0.06787023  0.00672116],[ 1.25274384  0.07834452 -0.52079902  0.01658001]
-4.2,[ 0.93256815  0.01667256 -0.06768128  0.00670245],[ 1.25277419  0.0783496  -0.52083284  0.01658109]
-4.1,[ 0.93215735  0.01662602 -0.06749236  0.00668374],[ 1.25280383  0.07835457 -0.52086587  0.01658214]
-4.0,[ 0.93174663  0.01657949 -0.06730347  0.00666504],[ 1.25283275  0.07835942 -0.52089809  0.01658317]
-3.9,[ 0.93133714  0.0165331  -0.06711516  0.00664639],[ 1.25286087  0.07836413 -0.52092943  0.01658416]
-3.8,[ 0.93092655  0.01648658 -0.06692633  0.00662769],[ 1.25288836  0.07836874 -0.52096006  0.01658514]
-3.7,[ 0.93051603  0.01644008 -0.06673754  0.00660899],[ 1.25291513  0.07837323 -0.5209899   0.01658609]
-3.6,[ 0.93010675  0.01639371 -0.06654932  0.00659035],[ 1.25294111  0.07837759 -0.52101885  0.01658701]
-3.5,[ 0.92969754  0.01634735 -0.06636113  0.00657172],[ 1.25296638  0.07838182 -0.52104701  0.01658791]
-3.4,[ 0.92928723  0.01630087 -0.06617243  0.00655303],[ 1.25299101  0.07838595 -0.52107446  0.01658878]
-3.3,[ 0.92887816  0.01625453 -0.06598431  0.0065344 ],[ 1.25301485  0.07838995 -0.52110103  0.01658963]
-3.2,[ 0.92846917  0.01620819 -0.06579622  0.00651578],[ 1.25303798  0.07839383 -0.5211268   0.01659045]
-3.1,[ 0.92806024  0.01616187 -0.06560816  0.00649715],[ 1.2530604   0.07839758 -0.52115178  0.01659124]
-3.0,[ 0.92765139  0.01611555 -0.06542014  0.00647853],[ 1.25308211  0.07840122 -0.52117597  0.01659201]
-2.9,[ 0.92724262  0.01606924 -0.06523215  0.00645992],[ 1.2531031   0.07840474 -0.52119937  0.01659276]
-2.8,[ 0.92683392  0.01602294 -0.06504419  0.0064413 ],[ 1.25312338  0.07840814 -0.52122196  0.01659348]
-2.7,[ 0.92642529  0.01597665 -0.06485627  0.00642269],[ 1.25314295  0.07841142 -0.52124377  0.01659417]
-2.6,[ 0.92601674  0.01593036 -0.06466838  0.00640409],[ 1.2531618   0.07841458 -0.52126478  0.01659484]
-2.5,[ 0.92560826  0.01588409 -0.06448053  0.00638548],[ 1.25317994  0.07841762 -0.521285    0.01659548]
-2.4,[ 0.92519986  0.01583782 -0.06429271  0.00636688],[ 1.25319737  0.07842055 -0.52130442  0.0165961 ]
-2.3,[ 0.92479271  0.01579169 -0.06410547  0.00634834],[ 1.25321404  0.07842334 -0.521323    0.01659669]
-2.2,[ 0.92438446  0.01574544 -0.06391772  0.00632975],[ 1.25323005  0.07842602 -0.52134083  0.01659726]
-2.1,[ 0.92397746  0.01569934 -0.06373055  0.00631121],[ 1.2532453   0.07842858 -0.52135783  0.0165978 ]
-2.0,[ 0.92356938  0.01565311 -0.06354288  0.00629263],[ 1.25325988  0.07843102 -0.52137408  0.01659832]
-1.9,[ 0.92316253  0.01560701 -0.06335578  0.0062741 ],[ 1.25327371  0.07843334 -0.52138949  0.01659881]
-1.8,[ 0.92275461  0.0155608  -0.06316818  0.00625552],[ 1.25328687  0.07843555 -0.52140416  0.01659928]
-1.7,[ 0.92234792  0.01551473 -0.06298115  0.006237  ],[ 1.25329928  0.07843763 -0.52141799  0.01659972]
-1.6,[ 0.92194132  0.01546867 -0.06279416  0.00621848],[ 1.25331098  0.07843959 -0.52143103  0.01660013]
-1.5,[ 0.92153364  0.01542248 -0.06260667  0.00619992],[ 1.25332201  0.07844144 -0.52144331  0.01660052]
-1.4,[ 0.9211272   0.01537644 -0.06241976  0.00618141],[ 1.25333229  0.07844316 -0.52145477  0.01660089]
-1.3,[ 0.92072085  0.0153304  -0.06223288  0.0061629 ],[ 1.25334187  0.07844477 -0.52146544  0.01660123]
-1.2,[ 0.92031342  0.01528424 -0.06204551  0.00614434],[ 1.25335076  0.07844626 -0.52147535  0.01660154]
-1.1,[ 0.91990723  0.01523823 -0.06185871  0.00612585],[ 1.25335891  0.07844762 -0.52148443  0.01660183]
-1.0,[ 0.91950113  0.01519222 -0.06167195  0.00610735],[ 1.25336636  0.07844887 -0.52149273  0.0166021 ]
-0.9,[ 0.91909511  0.01514623 -0.06148523  0.00608886],[ 1.25337309  0.07845    -0.52150024  0.01660234]
-0.8,[ 0.91868918  0.01510024 -0.06129855  0.00607037],[ 1.25337912  0.07845101 -0.52150696  0.01660255]
-0.7,[ 0.91828334  0.01505426 -0.06111191  0.00605189],[ 1.25338444  0.0784519  -0.52151288  0.01660274]
-0.6,[ 0.91787642  0.01500816 -0.06092477  0.00603336],[ 1.25338906  0.07845268 -0.52151803  0.0166029 ]
-0.5,[ 0.91747075  0.01496221 -0.06073821  0.00601488],[ 1.25339296  0.07845333 -0.52152238  0.01660304]
-0.4,[ 0.91706517  0.01491626 -0.06055169  0.00599641],[ 1.25339615  0.07845387 -0.52152593  0.01660315]
-0.3,[ 0.91665967  0.01487032 -0.06036521  0.00597794],[ 1.25339863  0.07845428 -0.5215287   0.01660324]
-0.2,[ 0.91625427  0.01482439 -0.06017877  0.00595948],[ 1.2534004   0.07845458 -0.52153067  0.0166033 ]
-0.1,[ 0.91584896  0.01477848 -0.05999237  0.00594102],[ 1.25340147  0.07845476 -0.52153186  0.01660334]
0.0,[ 0.91544373  0.01473257 -0.05980602  0.00592257],[ 1.25340182  0.07845482 -0.52153225  0.01660335]
0.1,[ 0.9150386   0.01468667 -0.0596197   0.00590412],[ 1.25340147  0.07845476 -0.52153186  0.01660334]
0.2,[ 0.91463356  0.01464079 -0.05943343  0.00588567],[ 1.2534004   0.07845458 -0.52153067  0.0166033 ]
0.3,[ 0.91422862  0.01459491 -0.0592472   0.00586723],[ 1.25339863  0.07845428 -0.5215287   0.01660324]
0.4,[ 0.91382376  0.01454905 -0.05906102  0.00584879],[ 1.25339615  0.07845387 -0.52152593  0.01660315]
0.5,[ 0.913419    0.01450319 -0.05887487  0.00583036],[ 1.25339296  0.07845333 -0.52152238  0.01660304]
0.6,[ 0.91301434  0.01445735 -0.05868877  0.00581193],[ 1.25338906  0.07845268 -0.52151803  0.0166029 ]
0.7,[ 0.91260861  0.01441138 -0.05850219  0.00579345],[ 1.25338444  0.0784519  -0.52151288  0.01660274]
0.8,[ 0.91220414  0.01436556 -0.05831617  0.00577503],[ 1.25337912  0.07845101 -0.52150696  0.01660255]
0.9,[ 0.91179976  0.01431975 -0.05813021  0.00575661],[ 1.25337309  0.07845    -0.52150024  0.01660234]
1.0,[ 0.91139548  0.01427395 -0.05794428  0.0057382 ],[ 1.25336636  0.07844887 -0.52149273  0.0166021 ]
1.1,[ 0.91099129  0.01422816 -0.05775841  0.00571979],[ 1.25335891  0.07844762 -0.52148443  0.01660183]
1.2,[ 0.91058721  0.01418238 -0.05757257  0.00570139],[ 1.25335076  0.07844626 -0.52147535  0.01660154]
1.3,[ 0.91018206  0.01413649 -0.05738625  0.00568294],[ 1.25334187  0.07844477 -0.52146544  0.01660123]
1.4,[ 0.90977817  0.01409073 -0.05720051  0.00566455],[ 1.25333229  0.07844316 -0.52145477  0.01660089]
1.5,[ 0.90937439  0.01404499 -0.05701482  0.00564616],[ 1.25332201  0.07844144 -0.52144331  0.01660052]
1.6,[ 0.90896954  0.01399912 -0.05682863  0.00562772],[ 1.25331098  0.07843959 -0.52143103  0.01660013]
1.7,[ 0.90856596  0.0139534  -0.05664303  0.00560934],[ 1.25329928  0.07843763 -0.52141799  0.01659972]
1.8,[ 0.90816248  0.01390769 -0.05645748  0.00559096],[ 1.25328687  0.07843555 -0.52140416  0.01659928]
