angle,pesos_first,pesos_second
-42.9,[ 1.02382697  0.02882862 -0.11210256  0.01177367],[ 1.0430549   0.04520996 -0.2885389   0.01022082]
-42.8,[ 1.02331087  0.02876622 -0.1118599   0.01174819],[ 1.04352839  0.04529304 -0.28906913  0.0102396 ]
-42.7,[ 1.02279633  0.02870401 -0.11161798  0.01172278],[ 1.04399879  0.04537558 -0.28959591  0.01025826]
-42.6,[ 1.02228256  0.02864189 -0.11137642  0.01169741],[ 1.04446684  0.04545771 -0.29012007  0.01027683]
-42.5,[ 1.02177115  0.02858005 -0.11113597  0.01167216],[ 1.04493112  0.04553918 -0.29063999  0.01029524]
-42.4,[ 1.02126129  0.0285184  -0.11089625  0.01164698],[ 1.04539237  0.04562011 -0.29115652  0.01031354]
-42.3,[ 1.020753    0.02845695 -0.11065726  0.01162188],[ 1.04585059  0.04570051 -0.29166967  0.01033172]
-42.2,[ 1.02024626  0.02839568 -0.11041901  0.01159686],[ 1.04630581  0.04578039 -0.29217945  0.01034977]
-42.1,[ 1.01974109  0.02833459 -0.11018149  0.01157191],[ 1.04675804  0.04585974 -0.29268588  0.01036771]
-42.0,[ 1.01923747  0.0282737  -0.1099447   0.01154704],[ 1.0472073   0.04593857 -0.29318899  0.01038553]
-41.9,[ 1.01873541  0.028213   -0.10970865  0.01152225],[ 1.0476536   0.04601688 -0.29368878  0.01040324]
-41.8,[ 1.01823491  0.02815248 -0.10947333  0.01149754],[ 1.04809695  0.04609467 -0.29418527  0.01042083]
-41.7,[ 1.01773516  0.02809206 -0.10923836  0.01147286],[ 1.04853808  0.04617208 -0.29467927  0.01043832]
-41.6,[ 1.01723777  0.02803192 -0.1090045   0.0114483 ],[ 1.04897559  0.04624884 -0.29516923  0.01045568]
-41.5,[ 1.01674194  0.02797196 -0.10877137  0.01142381],[ 1.04941021  0.0463251  -0.29565593  0.01047292]
-41.4,[ 1.01624765  0.0279122  -0.10853898  0.0113994 ],[ 1.04984194  0.04640086 -0.29613941  0.01049005]
-41.3,[ 1.01575413  0.02785253 -0.10830694  0.01137503],[ 1.0502715   0.04647623 -0.29662045  0.01050709]
-41.2,[ 1.01526296  0.02779314 -0.108076    0.01135078],[ 1.0506975   0.04655098 -0.29709752  0.01052399]
-41.1,[ 1.01477255  0.02773384 -0.10784542  0.01132656],[ 1.05112136  0.04662535 -0.29757218  0.0105408 ]
-41.0,[ 1.01428369  0.02767474 -0.10761557  0.01130242],[ 1.05154239  0.04669923 -0.29804367  0.0105575 ]
-40.9,[ 1.01379638  0.02761582 -0.10738645  0.01127836],[ 1.0519606   0.04677261 -0.29851201  0.01057409]
-40.8,[ 1.01331062  0.02755708 -0.10715807  0.01125437],[ 1.05237601  0.0468455  -0.29897721  0.01059057]
-40.7,[ 1.01282642  0.02749854 -0.10693041  0.01123046],[ 1.05278864  0.0469179  -0.29943929  0.01060694]
-40.6,[ 1.01234377  0.02744018 -0.10670348  0.01120663],[ 1.05319849  0.04698982 -0.29989827  0.0106232 ]
-40.5,[ 1.01186187  0.02738191 -0.1064769   0.01118283],[ 1.05360627  0.04706137 -0.30035492  0.01063937]
-40.4,[ 1.01138153  0.02732383 -0.10625106  0.01115911],[ 1.05401129  0.04713244 -0.30080849  0.01065544]
-40.3,[ 1.01090274  0.02726594 -0.10602594  0.01113547],[ 1.05441358  0.04720303 -0.301259    0.0106714 ]
-40.2,[ 1.01042549  0.02720824 -0.10580156  0.0111119 ],[ 1.05481316  0.04727314 -0.30170647  0.01068725]
-40.1,[ 1.0099498   0.02715072 -0.1055779   0.01108841],[ 1.05521003  0.04734277 -0.3021509   0.01070299]
-40.0,[ 1.00947487  0.0270933  -0.1053546   0.01106496],[ 1.05560487  0.04741205 -0.30259307  0.01071865]
-39.9,[ 1.00900148  0.02703606 -0.10513203  0.01104159],[ 1.05599702  0.04748087 -0.30303223  0.01073421]
-39.8,[ 1.00852965  0.02697901 -0.10491018  0.01101829],[ 1.05638652  0.04754921 -0.3034684   0.01074966]
-39.7,[ 1.00805856  0.02692205 -0.10468869  0.01099502],[ 1.05677401  0.0476172  -0.30390234  0.01076503]
-39.6,[ 1.00758903  0.02686528 -0.10446793  0.01097184],[ 1.05715885  0.04768473 -0.30433331  0.0107803 ]
-39.5,[ 1.00712105  0.0268087  -0.1042479   0.01094873],[ 1.05754107  0.04775179 -0.30476134  0.01079546]
-39.4,[ 1.00665462  0.0267523  -0.1040286   0.0109257 ],[ 1.05792067  0.0478184  -0.30518644  0.01081052]
-39.3,[ 1.00618894  0.02669599 -0.10380965  0.0109027 ],[ 1.05829832  0.04788466 -0.30560935  0.0108255 ]
-39.2,[ 1.00572481  0.02663987 -0.10359143  0.01087978],[ 1.05867336  0.04795047 -0.30602935  0.01084037]
-39.1,[ 1.00526223  0.02658394 -0.10337393  0.01085694],[ 1.05904583  0.04801583 -0.30644646  0.01085515]
-39.0,[ 1.0048004   0.0265281  -0.1031568   0.01083414],[ 1.05941637  0.04808084 -0.30686141  0.01086985]
-38.9,[ 1.00434012  0.02647245 -0.10294039  0.01081141],[ 1.05978435  0.04814541 -0.3072735   0.01088445]
-38.8,[ 1.00388059  0.02641689 -0.10272433  0.01078872],[ 1.06015043  0.04820965 -0.30768345  0.01089897]
-38.7,[ 1.00342262  0.02636152 -0.102509    0.0107661 ],[ 1.06051396  0.04827343 -0.30809056  0.01091339]
-38.6,[ 1.00296619  0.02630633 -0.1022944   0.01074356],[ 1.06087497  0.04833678 -0.30849484  0.01092771]
-38.5,[ 1.00251052  0.02625123 -0.10208016  0.01072106],[ 1.06123411  0.04839979 -0.30889702  0.01094196]
-38.4,[ 1.00205639  0.02619632 -0.10186664  0.01069864],[ 1.06159074  0.04846237 -0.30929639  0.0109561 ]
-38.3,[ 1.00160302  0.02614151 -0.10165348  0.01067625],[ 1.06194551  0.04852462 -0.30969368  0.01097018]
-38.2,[ 1.00115119  0.02608688 -0.10144104  0.01065394],[ 1.06229779  0.04858644 -0.3100882   0.01098415]
-38.1,[ 1.00070092  0.02603243 -0.10122934  0.0106317 ],[ 1.06264762  0.04864782 -0.31047995  0.01099803]
-38.0,[ 1.0002514   0.02597808 -0.10101798  0.01060951],[ 1.06299561  0.04870888 -0.31086965  0.01101183]
-37.9,[ 0.99980342  0.02592392 -0.10080736  0.01058738],[ 1.06334115  0.04876951 -0.31125661  0.01102554]
-37.8,[ 0.9993562   0.02586984 -0.10059709  0.0105653 ],[ 1.06368488  0.04882982 -0.31164153  0.01103917]
-37.7,[ 0.99891053  0.02581596 -0.10038755  0.01054329],[ 1.06402618  0.04888971 -0.31202374  0.01105271]
-37.6,[ 0.99846562  0.02576216 -0.10017836  0.01052132],[ 1.06436568  0.04894928 -0.31240394  0.01106618]
-37.5,[ 0.99802145  0.02570846 -0.09996952  0.01049939],[ 1.06470339  0.04900854 -0.31278212  0.01107958]
-37.4,[ 0.99757963  0.02565504 -0.09976179  0.01047757],[ 1.06503811  0.04906727 -0.31315695  0.01109285]
-37.3,[ 0.99713777  0.02560161 -0.09955404  0.01045575],[ 1.06537165  0.04912579 -0.31353047  0.01110608]
-37.2,[ 0.99669746  0.02554837 -0.09934702  0.01043401],[ 1.06570282  0.0491839  -0.31390133  0.01111922]
-37.1,[ 0.9962587   0.02549532 -0.09914073  0.01041234],[ 1.06603163  0.0492416  -0.31426956  0.01113226]
-37.0,[ 0.99582069  0.02544236 -0.09893479  0.01039072],[ 1.06635869  0.04929898 -0.31463582  0.01114524]
-36.9,[ 0.99538343  0.02538949 -0.0987292   0.01036912],[ 1.066684    0.04935607 -0.31500013  0.01115814]
-36.8,[ 0.99494773  0.02533681 -0.09852434  0.01034761],[ 1.06700699  0.04941274 -0.31536183  0.01117096]
-36.7,[ 0.99451277  0.02528422 -0.09831984  0.01032613],[ 1.06732825  0.04946911 -0.31572159  0.0111837 ]
-36.6,[ 0.99407937  0.02523182 -0.09811607  0.01030473],[ 1.0676472   0.04952507 -0.31607877  0.01119635]
-36.5,[ 0.99364673  0.0251795  -0.09791265  0.01028336],[ 1.06796444  0.04958074 -0.31643404  0.01120894]
-36.4,[ 0.99321563  0.02512738 -0.09770996  0.01026208],[ 1.0682794   0.049636   -0.31678674  0.01122143]
-36.3,[ 0.99278529  0.02507535 -0.09750763  0.01024083],[ 1.06859265  0.04969097 -0.31713754  0.01123386]
-36.2,[ 0.9923557   0.02502341 -0.09730565  0.01021961],[ 1.06890422  0.04974564 -0.31748646  0.01124622]
-36.1,[ 0.99192766  0.02497165 -0.0971044   0.01019848],[ 1.06921353  0.04979991 -0.31783284  0.01125849]
-36.0,[ 0.99150038  0.02491999 -0.0969035   0.01017738],[ 1.06952117  0.04985389 -0.31817735  0.01127069]
-35.9,[ 0.99107386  0.02486842 -0.09670296  0.01015632],[ 1.06982715  0.04990758 -0.31852     0.01128283]
-35.8,[ 0.99064888  0.02481703 -0.09650315  0.01013533],[ 1.07013089  0.04996088 -0.31886015  0.01129488]
-35.7,[ 0.99022466  0.02476574 -0.09630369  0.01011438],[ 1.07043298  0.05001388 -0.31919845  0.01130686]
-35.6,[ 0.9898012   0.02471454 -0.09610459  0.01009347],[ 1.07073343  0.0500666  -0.31953491  0.01131878]
-35.5,[ 0.98937928  0.02466352 -0.09590622  0.01007264],[ 1.07103167  0.05011893 -0.3198689   0.01133061]
-35.4,[ 0.98895813  0.0246126  -0.0957082   0.01005184],[ 1.07132829  0.05017098 -0.32020107  0.01134237]
-35.3,[ 0.98853773  0.02456177 -0.09551054  0.01003108],[ 1.07162329  0.05022274 -0.32053142  0.01135408]
-35.2,[ 0.98811808  0.02451103 -0.09531324  0.01001036],[ 1.07191667  0.05027422 -0.32085997  0.01136571]
-35.1,[ 0.98769999  0.02446048 -0.09511666  0.00998971],[ 1.07220788  0.05032532 -0.32118608  0.01137727]
-35.0,[ 0.98728345  0.02441012 -0.09492082  0.00996915],[ 1.07249694  0.05037604 -0.32150979  0.01138873]
-34.9,[ 0.98686687  0.02435975 -0.09472495  0.00994857],[ 1.07278496  0.05042658 -0.32183233  0.01140016]
-34.8,[ 0.98645185  0.02430957 -0.09452982  0.00992808],[ 1.07307084  0.05047674 -0.32215248  0.0114115 ]
-34.7,[ 0.98603759  0.02425948 -0.09433505  0.00990762],[ 1.07335514  0.05052662 -0.32247086  0.01142278]
-34.6,[ 0.98562408  0.02420948 -0.09414063  0.0098872 ],[ 1.07363788  0.05057623 -0.32278747  0.01143399]
-34.5,[ 0.98521132  0.02415957 -0.09394656  0.00986682],[ 1.07391904  0.05062557 -0.32310234  0.01144515]
-34.4,[ 0.98480013  0.02410985 -0.09375323  0.00984652],[ 1.0741981   0.05067453 -0.32341484  0.01145622]
-34.3,[ 0.98438969  0.02406023 -0.09356025  0.00982625],[ 1.0744756   0.05072323 -0.32372561  0.01146722]
-34.2,[ 0.98398001  0.02401069 -0.09336763  0.00980602],[ 1.07475157  0.05077165 -0.32403465  0.01147817]
-34.1,[ 0.98357108  0.02396125 -0.09317537  0.00978583],[ 1.07502599  0.0508198  -0.32434196  0.01148906]
-34.0,[ 0.98316372  0.023912   -0.09298383  0.00976571],[ 1.07529834  0.05086759 -0.32464696  0.01149986]
-33.9,[ 0.98275631  0.02386274 -0.09279228  0.00974559],[ 1.0755697   0.0509152  -0.32495084  0.01151062]
-33.8,[ 0.98235046  0.02381366 -0.09260146  0.00972555],[ 1.07583901  0.05096246 -0.32525243  0.01152131]
-33.7,[ 0.98194537  0.02376468 -0.092411    0.00970555],[ 1.0761068   0.05100945 -0.32555232  0.01153193]
-33.6,[ 0.98154185  0.02371589 -0.09222127  0.00968562],[ 1.07637256  0.05105608 -0.32584993  0.01154247]
-33.5,[ 0.98113827  0.0236671  -0.09203153  0.00966569],[ 1.07663735  0.05110254 -0.32614646  0.01155298]
-33.4,[ 0.98073626  0.02361849 -0.09184251  0.00964584],[ 1.07690012  0.05114864 -0.32644072  0.0115634 ]
-33.3,[ 0.98033421  0.02356988 -0.09165348  0.00962599],[ 1.07716192  0.05119458 -0.3267339   0.01157378]
-33.2,[ 0.97993372  0.02352145 -0.09146518  0.00960621],[ 1.07742171  0.05124017 -0.32702483  0.01158409]
-33.1,[ 0.97953399  0.02347312 -0.09127724  0.00958647],[ 1.07768004  0.05128549 -0.32731412  0.01159434]
-33.0,[ 0.97913583  0.02342498 -0.09109003  0.00956681],[ 1.07793637  0.05133047 -0.32760118  0.01160451]
-32.9,[ 0.97873762  0.02337683 -0.09090281  0.00954715],[ 1.07819176  0.05137528 -0.32788718  0.01161464]
-32.8,[ 0.97834017  0.02332878 -0.09071594  0.00952752],[ 1.07844569  0.05141984 -0.32817154  0.01162471]
-32.7,[ 0.97794429  0.02328091 -0.0905298   0.00950797],[ 1.07869765  0.05146405 -0.32845371  0.01163471]
-32.6,[ 0.97754836  0.02323304 -0.09034365  0.00948842],[ 1.07894869  0.0515081  -0.32873483  0.01164466]
-32.5,[ 0.977154    0.02318536 -0.09015823  0.00946895],[ 1.07919777  0.0515518  -0.32901376  0.01165454]
-32.4,[ 0.97676041  0.02313777 -0.08997318  0.00944951],[ 1.07944542  0.05159526 -0.32929109  0.01166437]
-32.3,[ 0.97636757  0.02309027 -0.08978848  0.00943012],[ 1.07969164  0.05163846 -0.32956683  0.01167413]
-32.2,[ 0.9759755   0.02304286 -0.08960414  0.00941076],[ 1.07993644  0.05168142 -0.32984097  0.01168385]
-32.1,[ 0.97558419  0.02299555 -0.08942015  0.00939143],[ 1.08017982  0.05172412 -0.33011352  0.0116935 ]
-32.0,[ 0.97519365  0.02294833 -0.08923653  0.00937215],[ 1.08042179  0.05176658 -0.33038449  0.0117031 ]
-31.9,[ 0.97480387  0.0229012  -0.08905327  0.0093529 ],[ 1.08066236  0.05180879 -0.33065389  0.01171264]
-31.8,[ 0.97441485  0.02285416 -0.08887036  0.00933369],[ 1.08090152  0.05185075 -0.33092173  0.01172213]
-31.7,[ 0.9740274   0.02280732 -0.08868819  0.00931456],[ 1.0811388   0.05189239 -0.33118744  0.01173154]
-31.6,[ 0.97363992  0.02276046 -0.08850601  0.00929542],[ 1.08137519  0.05193387 -0.33145216  0.01174092]
-31.5,[ 0.97325319  0.02271371 -0.08832418  0.00927633],[ 1.08161018  0.0519751  -0.33171533  0.01175024]
-31.4,[ 0.97286804  0.02266714 -0.08814309  0.00925731],[ 1.08184332  0.05201601 -0.3319764   0.01175949]
-31.3,[ 0.97248285  0.02262056 -0.08796199  0.00923829],[ 1.08207557  0.05205676 -0.33223649  0.0117687 ]
-31.2,[ 0.97209842  0.02257408 -0.08778124  0.0092193 ],[ 1.08230645  0.05209727 -0.33249504  0.01177786]
-31.1,[ 0.97171557  0.02252779 -0.08760123  0.0092004 ],[ 1.08253549  0.05213746 -0.33275153  0.01178695]
-31.0,[ 0.97133268  0.02248149 -0.08742121  0.00918149],[ 1.08276365  0.05217749 -0.33300704  0.011796  ]
-30.9,[ 0.97095136  0.02243539 -0.08724192  0.00916266],[ 1.08298999  0.05221721 -0.33326051  0.01180497]
-30.8,[ 0.97057     0.02238928 -0.08706262  0.00914383],[ 1.08321545  0.05225677 -0.333513    0.01181392]
-30.7,[ 0.97018941  0.02234326 -0.08688368  0.00912504],[ 1.08343958  0.0522961  -0.33376399  0.01182281]
-30.6,[ 0.96981039  0.02229743 -0.08670547  0.00910632],[ 1.0836619   0.05233511 -0.33401295  0.01183163]
-30.5,[ 0.96943134  0.0222516  -0.08652725  0.0090876 ],[ 1.08388336  0.05237397 -0.33426096  0.01184041]
-30.4,[ 0.96905305  0.02220586 -0.08634939  0.00906892],[ 1.08410349  0.05241259 -0.33450748  0.01184915]
-30.3,[ 0.96867634  0.02216031 -0.08617227  0.00905032],[ 1.08432184  0.0524509  -0.334752    0.01185781]
-30.2,[ 0.9682996   0.02211476 -0.08599514  0.00903172],[ 1.08453934  0.05248907 -0.33499557  0.01186644]
-30.1,[ 0.96792362  0.0220693  -0.08581837  0.00901315],[ 1.08475554  0.052527   -0.33523767  0.01187501]
-30.0,[ 0.96754841  0.02202394 -0.08564195  0.00899462],[ 1.08497042  0.05256471 -0.33547831  0.01188354]
-29.9,[ 0.96717398  0.02197866 -0.0854659   0.00897613],[ 1.08518401  0.05260219 -0.3357175   0.01189201]
-29.8,[ 0.96680031  0.02193348 -0.08529022  0.00895768],[ 1.08539631  0.05263944 -0.33595524  0.01190043]
-29.7,[ 0.96642742  0.0218884  -0.08511489  0.00893927],[ 1.08560731  0.05267646 -0.33619154  0.0119088 ]
-29.6,[ 0.96605529  0.0218434  -0.08493993  0.00892089],[ 1.08581703  0.05271326 -0.3364264   0.01191712]
-29.5,[ 0.96568394  0.0217985  -0.08476533  0.00890256],[ 1.08602548  0.05274983 -0.33665982  0.01192539]
-29.4,[ 0.96531256  0.0217536  -0.08459072  0.00888422],[ 1.0862331   0.05278626 -0.33689233  0.01193362]
-29.3,[ 0.96494275  0.02170888 -0.08441685  0.00886596],[ 1.086439    0.05282239 -0.33712291  0.01194179]
-29.2,[ 0.96457291  0.02166417 -0.08424296  0.00884769],[ 1.08664408  0.05285838 -0.33735257  0.01194993]
-29.1,[ 0.96420465  0.02161964 -0.08406981  0.00882951],[ 1.08684746  0.05289406 -0.33758033  0.01195799]
-29.0,[ 0.96383636  0.02157511 -0.08389665  0.00881132],[ 1.08705003  0.05292961 -0.33780717  0.01196603]
-28.9,[ 0.96346884  0.02153067 -0.08372385  0.00879317],[ 1.08725134  0.05296493 -0.33803262  0.01197402]
-28.8,[ 0.9631021   0.02148633 -0.08355142  0.00877506],[ 1.08745141  0.05300004 -0.33825667  0.01198195]
-28.7,[ 0.96273613  0.02144208 -0.08337935  0.00875699],[ 1.08765024  0.05303492 -0.33847933  0.01198984]
-28.6,[ 0.96237093  0.02139792 -0.08320765  0.00873896],[ 1.08784784  0.0530696  -0.33870061  0.01199768]
-28.5,[ 0.96200571  0.02135376 -0.08303593  0.00872092],[ 1.08804463  0.05310413 -0.33892099  0.01200548]
-28.4,[ 0.96164206  0.02130979 -0.08286495  0.00870297],[ 1.08823977  0.05313837 -0.33913952  0.01201323]
-28.3,[ 0.96127839  0.02126582 -0.08269396  0.00868501],[ 1.08843411  0.05317247 -0.33935716  0.01202093]
-28.2,[ 0.96091549  0.02122194 -0.08252334  0.00866709],[ 1.08862724  0.05320635 -0.33957343  0.0120286 ]
-28.1,[ 0.96055337  0.02117816 -0.08235308  0.00864921],[ 1.08881915  0.05324003 -0.33978834  0.01203621]
-28.0,[ 0.96019203  0.02113447 -0.08218319  0.00863136],[ 1.08900986  0.05327349 -0.34000191  0.01204377]
-27.9,[ 0.95983146  0.02109087 -0.08201366  0.00861356],[ 1.08919936  0.05330674 -0.34021412  0.01205129]
-27.8,[ 0.95947086  0.02104727 -0.08184412  0.00859575],[ 1.08938808  0.05333986 -0.34042546  0.01205878]
-27.7,[ 0.95911105  0.02100377 -0.08167494  0.00857798],[ 1.0895756   0.05337276 -0.34063546  0.01206622]
-27.6,[ 0.95875201  0.02096036 -0.08150613  0.00856026],[ 1.08976194  0.05340546 -0.34084413  0.01207361]
-27.5,[ 0.95839375  0.02091704 -0.08133769  0.00854256],[ 1.08994708  0.05343794 -0.34105146  0.01208095]
-27.4,[ 0.95803627  0.02087381 -0.08116961  0.00852491],[ 1.09013105  0.05347022 -0.34125748  0.01208825]
-27.3,[ 0.95767956  0.02083069 -0.0810019   0.0085073 ],[ 1.09031383  0.05350229 -0.34146217  0.0120955 ]
-27.2,[ 0.95732284  0.02078755 -0.08083417  0.00848968],[ 1.09049586  0.05353423 -0.34166601  0.01210272]
-27.1,[ 0.95696689  0.02074451 -0.08066682  0.00847211],[ 1.09067671  0.05356597 -0.34186854  0.01210989]
-27.0,[ 0.95661172  0.02070157 -0.08049983  0.00845457],[ 1.0908564   0.0535975  -0.34206977  0.01211702]
-26.9,[ 0.95625733  0.02065872 -0.0803332   0.00843707],[ 1.09103493  0.05362882 -0.3422697   0.0121241 ]
-26.8,[ 0.95590292  0.02061587 -0.08016657  0.00841957],[ 1.0912127   0.05366002 -0.34246878  0.01213116]
-26.7,[ 0.95555009  0.02057321 -0.08000068  0.00840214],[ 1.09138892  0.05369094 -0.34266612  0.01213815]
-26.6,[ 0.95519724  0.02053055 -0.07983478  0.00838472],[ 1.0915644   0.05372173 -0.34286263  0.01214511]
-26.5,[ 0.95484437  0.02048788 -0.07966887  0.0083673 ],[ 1.09173912  0.05375238 -0.3430583   0.01215204]
-26.4,[ 0.95449308  0.02044541 -0.0795037   0.00834995],[ 1.09191231  0.05378277 -0.34325224  0.01215891]
-26.3,[ 0.95414178  0.02040293 -0.07933853  0.0083326 ],[ 1.09208476  0.05381303 -0.34344536  0.01216575]
-26.2,[ 0.95379125  0.02036055 -0.07917372  0.00831529],[ 1.09225608  0.05384309 -0.34363721  0.01217255]
-26.1,[ 0.95344151  0.02031826 -0.07900928  0.00829802],[ 1.09242627  0.05387295 -0.3438278   0.0121793 ]
-26.0,[ 0.95309255  0.02027607 -0.07884521  0.00828079],[ 1.09259533  0.05390262 -0.34401713  0.012186  ]
-25.9,[ 0.95274357  0.02023387 -0.07868113  0.00826356],[ 1.09276367  0.05393216 -0.34420564  0.01219268]
-25.8,[ 0.95239537  0.02019177 -0.07851742  0.00824636],[ 1.09293089  0.0539615  -0.3443929   0.01219931]
-25.7,[ 0.95204715  0.02014967 -0.07835369  0.00822917],[ 1.09309738  0.05399071 -0.34457935  0.01220592]
-25.6,[ 0.95170053  0.02010775 -0.07819072  0.00821205],[ 1.09326238  0.05401966 -0.34476412  0.01221246]
-25.5,[ 0.95135388  0.02006584 -0.07802774  0.00819493],[ 1.09342665  0.05404849 -0.34494809  0.01221898]
-25.4,[ 0.95100802  0.02002402 -0.07786512  0.00817785],[ 1.09358983  0.05407712 -0.34513082  0.01222545]
-25.3,[ 0.95066294  0.0199823  -0.07770288  0.00816082],[ 1.09375191  0.05410556 -0.34531233  0.01223188]
-25.2,[ 0.95031784  0.01994057 -0.07754062  0.00814377],[ 1.09391328  0.05413387 -0.34549304  0.01223828]
-25.1,[ 0.94997353  0.01989894 -0.07737874  0.00812677],[ 1.09407356  0.054162   -0.34567253  0.01224464]
-25.0,[ 0.94963001  0.01985741 -0.07721722  0.00810981],[ 1.09423275  0.05418993 -0.3458508   0.01225096]
-24.9,[ 0.94928647  0.01981587 -0.0770557   0.00809284],[ 1.09439123  0.05421774 -0.34602828  0.01225724]
-24.8,[ 0.94894372  0.01977443 -0.07689455  0.00807592],[ 1.09454864  0.05424536 -0.34620456  0.01226349]
-24.7,[ 0.94860175  0.01973308 -0.07673376  0.00805903],[ 1.09470497  0.05427279 -0.34637963  0.01226969]
-24.6,[ 0.94825976  0.01969173 -0.07657297  0.00804215],[ 1.0948606   0.0543001  -0.34655391  0.01227586]
-24.5,[ 0.94791857  0.01965048 -0.07641255  0.0080253 ],[ 1.09501517  0.05432722 -0.346727    0.01228199]
-24.4,[ 0.94757816  0.01960932 -0.0762525   0.00800849],[ 1.09516867  0.05435415 -0.3468989   0.01228808]
-24.3,[ 0.94723774  0.01956816 -0.07609244  0.00799168],[ 1.09532148  0.05438096 -0.34707002  0.01229414]
-24.2,[ 0.94689891  0.01952719 -0.07593314  0.00797495],[ 1.09547286  0.05440753 -0.34723956  0.01230015]
-24.1,[ 0.94655926  0.01948612 -0.07577344  0.00795817],[ 1.09562392  0.05443403 -0.34740872  0.01230614]
-24.0,[ 0.94622121  0.01944525 -0.0756145   0.00794148],[ 1.09577357  0.05446029 -0.34757631  0.01231208]
-23.9,[ 0.94588314  0.01940437 -0.07545555  0.00792479],[ 1.09592254  0.05448643 -0.34774313  0.01231799]
-23.8,[ 0.94554586  0.01936359 -0.07529697  0.00790813],[ 1.09607046  0.05451239 -0.34790878  0.01232386]
-23.7,[ 0.94520856  0.01932281 -0.07513838  0.00789148],[ 1.09621771  0.05453822 -0.34807367  0.0123297 ]
-23.6,[ 0.94487206  0.01928212 -0.07498017  0.00787486],[ 1.09636391  0.05456388 -0.3482374   0.0123355 ]
-23.5,[ 0.94453554  0.01924143 -0.07482195  0.00785824],[ 1.09650944  0.05458941 -0.34840037  0.01234127]
-23.4,[ 0.94420063  0.01920094 -0.07466448  0.0078417 ],[ 1.09665359  0.05461471 -0.3485618   0.01234699]
-23.3,[ 0.94386569  0.01916044 -0.074507    0.00782517],[ 1.09679707  0.05463988 -0.34872247  0.01235268]
-23.2,[ 0.94353075  0.01911994 -0.07434952  0.00780863],[ 1.09693987  0.05466494 -0.34888239  0.01235834]
-23.1,[ 0.94319659  0.01907954 -0.07419241  0.00779213],[ 1.09708165  0.05468982 -0.34904117  0.01236397]
-23.0,[ 0.94286323  0.01903923 -0.07403567  0.00777566],[ 1.09722243  0.05471452 -0.34919882  0.01236955]
-22.9,[ 0.94252986  0.01899892 -0.07387893  0.0077592 ],[ 1.09736253  0.0547391  -0.34935571  0.01237511]
-22.8,[ 0.94219728  0.01895871 -0.07372256  0.00774278],[ 1.09750163  0.05476351 -0.34951148  0.01238063]
-22.7,[ 0.9418655   0.01891859 -0.07356657  0.0077264 ],[ 1.09763973  0.05478774 -0.34966613  0.01238611]
-22.6,[ 0.9415337   0.01887848 -0.07341057  0.00771001],[ 1.09777716  0.05481185 -0.34982004  0.01239156]
-22.5,[ 0.9412027   0.01883845 -0.07325494  0.00769367],[ 1.0979136   0.05483579 -0.34997283  0.01239697]
-22.4,[ 0.94087169  0.01879843 -0.07309931  0.00767732],[ 1.09804938  0.05485962 -0.35012489  0.01240236]
-22.3,[ 0.94054148  0.0187585  -0.07294405  0.00766101],[ 1.09818417  0.05488327 -0.35027583  0.0124077 ]
-22.2,[ 0.94021125  0.01871858 -0.07278878  0.00764471],[ 1.0983183   0.05490681 -0.35042604  0.01241302]
-22.1,[ 0.93988263  0.01867884 -0.07263427  0.00762848],[ 1.09845113  0.05493011 -0.35057479  0.01241829]
-22.0,[ 0.93955318  0.01863901 -0.07247938  0.00761221],[ 1.09858363  0.05495336 -0.35072317  0.01242355]
-21.9,[ 0.93922454  0.01859927 -0.07232486  0.00759598],[ 1.09871515  0.05497644 -0.35087045  0.01242877]
-21.8,[ 0.93889669  0.01855963 -0.07217072  0.00757979],[ 1.0988457   0.05499935 -0.35101665  0.01243394]
-21.7,[ 0.93856965  0.01852009 -0.07201695  0.00756365],[ 1.09897528  0.05502208 -0.35116176  0.01243908]
-21.6,[ 0.93824259  0.01848054 -0.07186317  0.0075475 ],[ 1.09910422  0.05504471 -0.35130615  0.0124442 ]
-21.5,[ 0.93791552  0.018441   -0.0717094   0.00753134],[ 1.09923251  0.05506722 -0.35144982  0.01244929]
-21.4,[ 0.93758925  0.01840155 -0.07155599  0.00751523],[ 1.09935984  0.05508956 -0.35159241  0.01245434]
-21.3,[ 0.93726379  0.0183622  -0.07140297  0.00749916],[ 1.09948622  0.05511173 -0.35173394  0.01245935]
-21.2,[ 0.93693831  0.01832284 -0.07124994  0.00748309],[ 1.09961195  0.0551338  -0.35187475  0.01246434]
-21.1,[ 0.93661363  0.01828359 -0.07109729  0.00746706],[ 1.09973674  0.05515569 -0.35201449  0.01246929]
-21.0,[ 0.93628895  0.01824433 -0.07094463  0.00745102],[ 1.09986089  0.05517748 -0.35215352  0.01247422]
-20.9,[ 0.93596506  0.01820517 -0.07079235  0.00743503],[ 1.0999841  0.0551991 -0.3522915  0.0124791]
-20.8,[ 0.93564117  0.01816601 -0.07064006  0.00741904],[ 1.10010668  0.0552206  -0.35242877  0.01248397]
-20.7,[ 0.93531808  0.01812694 -0.07048815  0.00740308],[ 1.10022832  0.05524195 -0.35256498  0.01248879]
-20.6,[ 0.93499499  0.01808787 -0.07033624  0.00738713],[ 1.10034932  0.05526318 -0.35270049  0.01249359]
