angle,pesos_first,pesos_second
-46.3,[  8.47899829e-03  -6.83334633e-03  -8.61449713e-05  -2.07004734e-04],[ 0.00086915  0.00552702  0.00013839 -0.00271193]
-46.2,[  8.45985680e-03  -6.81791993e-03  -8.59504975e-05  -2.06537417e-04],[ 0.00087132  0.00554086  0.00013874 -0.00271872]
-46.1,[  8.44079476e-03  -6.80255756e-03  -8.57568309e-05  -2.06072040e-04],[ 0.00087348  0.00555459  0.00013908 -0.00272545]
-46.0,[  8.42178588e-03  -6.78723803e-03  -8.55637044e-05  -2.05607961e-04],[ 0.00087563  0.00556824  0.00013943 -0.00273215]
-45.9,[  8.40285630e-03  -6.77198241e-03  -8.53713835e-05  -2.05145817e-04],[ 0.00087776  0.00558178  0.00013977 -0.0027388 ]
-45.8,[  8.38400594e-03  -6.75679063e-03  -8.51798676e-05  -2.04685608e-04],[ 0.00087987  0.00559522  0.0001401  -0.00274539]
-45.7,[  8.36520852e-03  -6.74164152e-03  -8.49888894e-05  -2.04226691e-04],[ 0.00088197  0.00560857  0.00014044 -0.00275194]
-45.6,[  8.34646396e-03  -6.72653501e-03  -8.47984483e-05  -2.03769065e-04],[ 0.00088406  0.00562184  0.00014077 -0.00275845]
-45.5,[  8.32779841e-03  -6.71149218e-03  -8.46088100e-05  -2.03313367e-04],[ 0.00088613  0.00563501  0.0001411  -0.00276491]
-45.4,[  8.30921181e-03  -6.69651297e-03  -8.44199737e-05  -2.02859597e-04],[ 0.00088818  0.00564808  0.00014143 -0.00277133]
-45.3,[  8.29067787e-03  -6.68157620e-03  -8.42316725e-05  -2.02407113e-04],[ 0.00089023  0.00566106  0.00014175 -0.0027777 ]
-45.2,[  8.27222275e-03  -6.66670296e-03  -8.40441721e-05  -2.01956553e-04],[ 0.00089225  0.00567395  0.00014207 -0.00278402]
-45.1,[  8.25382018e-03  -6.65187206e-03  -8.38572055e-05  -2.01507276e-04],[ 0.00089427  0.00568675  0.00014239 -0.0027903 ]
-45.0,[  8.23549630e-03  -6.63710459e-03  -8.36710386e-05  -2.01059920e-04],[ 0.00089626  0.00569945  0.00014271 -0.00279653]
-44.9,[  8.21722486e-03  -6.62237937e-03  -8.34854042e-05  -2.00613845e-04],[ 0.00089825  0.00571207  0.00014303 -0.00280273]
-44.8,[  8.19903200e-03  -6.60771748e-03  -8.33005683e-05  -2.00169688e-04],[ 0.00090022  0.0057246   0.00014334 -0.00280887]
-44.7,[  8.18086525e-03  -6.59307664e-03  -8.31159977e-05  -1.99726168e-04],[ 0.00090218  0.00573706  0.00014365 -0.00281499]
-44.6,[  8.16280320e-03  -6.57852017e-03  -8.29324908e-05  -1.99285204e-04],[ 0.00090412  0.00574941  0.00014396 -0.00282105]
-44.5,[  8.14476715e-03  -6.56398466e-03  -8.27492480e-05  -1.98844875e-04],[ 0.00090605  0.0057617   0.00014427 -0.00282708]
-44.4,[  8.12680949e-03  -6.54951232e-03  -8.25668017e-05  -1.98406460e-04],[ 0.00090797  0.00577389  0.00014458 -0.00283306]
-44.3,[  8.10893017e-03  -6.53510312e-03  -8.23851513e-05  -1.97969958e-04],[ 0.00090987  0.00578598  0.00014488 -0.00283899]
-44.2,[  8.09110292e-03  -6.52073589e-03  -8.22040299e-05  -1.97534727e-04],[ 0.00091176  0.005798    0.00014518 -0.00284489]
-44.1,[  8.07330150e-03  -6.50638947e-03  -8.20231709e-05  -1.97100126e-04],[ 0.00091364  0.00580996  0.00014548 -0.00285076]
-44.0,[  8.05560450e-03  -6.49212720e-03  -8.18433729e-05  -1.96668074e-04],[ 0.0009155   0.00582181  0.00014578 -0.00285657]
-43.9,[  8.03793323e-03  -6.47788568e-03  -8.16638363e-05  -1.96236651e-04],[ 0.00091736  0.0058336   0.00014607 -0.00286236]
-43.8,[  8.02034010e-03  -6.46370711e-03  -8.14850934e-05  -1.95807136e-04],[ 0.0009192   0.0058453   0.00014636 -0.00286809]
-43.7,[  8.00279883e-03  -6.44957036e-03  -8.13068776e-05  -1.95378886e-04],[ 0.00092103  0.00585692  0.00014666 -0.0028738 ]
-43.6,[  7.98530941e-03  -6.43547538e-03  -8.11291884e-05  -1.94951903e-04],[ 0.00092284  0.00586846  0.00014694 -0.00287946]
-43.5,[  7.96789800e-03  -6.42144327e-03  -8.09522919e-05  -1.94526824e-04],[ 0.00092464  0.00587992  0.00014723 -0.00288508]
-43.4,[  7.95053836e-03  -6.40745289e-03  -8.07759213e-05  -1.94103009e-04],[ 0.00092643  0.0058913   0.00014752 -0.00289067]
-43.3,[  7.93320422e-03  -6.39348306e-03  -8.05998099e-05  -1.93679816e-04],[ 0.00092821  0.00590262  0.0001478  -0.00289622]
-43.2,[  7.91597424e-03  -6.37959717e-03  -8.04247566e-05  -1.93259166e-04],[ 0.00092998  0.00591384  0.00014808 -0.00290173]
-43.1,[  7.89876969e-03  -6.36573178e-03  -8.02499618e-05  -1.92839138e-04],[ 0.00093173  0.005925    0.00014836 -0.0029072 ]
-43.0,[  7.88161679e-03  -6.35190801e-03  -8.00756916e-05  -1.92420370e-04],[ 0.00093348  0.00593609  0.00014864 -0.00291264]
-42.9,[  7.86451549e-03  -6.33812583e-03  -7.99019457e-05  -1.92002862e-04],[ 0.00093521  0.00594711  0.00014891 -0.00291805]
-42.8,[  7.84749200e-03  -6.32440636e-03  -7.97289904e-05  -1.91587254e-04],[ 0.00093693  0.00595804  0.00014919 -0.00292341]
-42.7,[  7.83052007e-03  -6.31072843e-03  -7.95565589e-05  -1.91172904e-04],[ 0.00093863  0.0059689   0.00014946 -0.00292874]
-42.6,[  7.81357343e-03  -6.29707090e-03  -7.93843844e-05  -1.90759172e-04],[ 0.00094033  0.0059797   0.00014973 -0.00293404]
-42.5,[  7.79670454e-03  -6.28347601e-03  -7.92129997e-05  -1.90347337e-04],[ 0.00094202  0.00599042  0.00015    -0.0029393 ]
-42.4,[  7.77988712e-03  -6.26992261e-03  -7.90421379e-05  -1.89936760e-04],[ 0.00094369  0.00600106  0.00015026 -0.00294452]
-42.3,[  7.76312115e-03  -6.25641068e-03  -7.88717990e-05  -1.89527439e-04],[ 0.00094536  0.00601164  0.00015053 -0.00294971]
-42.2,[  7.74640663e-03  -6.24294020e-03  -7.87019827e-05  -1.89119373e-04],[ 0.00094701  0.00602215  0.00015079 -0.00295487]
-42.1,[  7.72974352e-03  -6.22951116e-03  -7.85326887e-05  -1.88712563e-04],[ 0.00094865  0.00603258  0.00015105 -0.00295999]
-42.0,[  7.71313180e-03  -6.21612354e-03  -7.83639169e-05  -1.88307008e-04],[ 0.00095028  0.00604295  0.00015131 -0.00296508]
-41.9,[  7.69657146e-03  -6.20277732e-03  -7.81956671e-05  -1.87902706e-04],[ 0.0009519   0.00605325  0.00015157 -0.00297013]
-41.8,[  7.68006247e-03  -6.18947249e-03  -7.80279390e-05  -1.87499659e-04],[ 0.00095351  0.00606349  0.00015183 -0.00297515]
-41.7,[  7.66357857e-03  -6.17618788e-03  -7.78604658e-05  -1.87097224e-04],[ 0.00095511  0.00607367  0.00015208 -0.00298015]
-41.6,[  7.64717225e-03  -6.16296579e-03  -7.76937807e-05  -1.86696683e-04],[ 0.0009567   0.00608377  0.00015234 -0.0029851 ]
-41.5,[  7.63081723e-03  -6.14978505e-03  -7.75276169e-05  -1.86297395e-04],[ 0.00095828  0.0060938   0.00015259 -0.00299003]
-41.4,[  7.61451350e-03  -6.13664564e-03  -7.73619742e-05  -1.85899358e-04],[ 0.00095984  0.00610376  0.00015284 -0.00299492]
-41.3,[  7.59823479e-03  -6.12352640e-03  -7.71965857e-05  -1.85501933e-04],[ 0.0009614   0.00611368  0.00015308 -0.00299978]
-41.2,[  7.58203361e-03  -6.11046963e-03  -7.70319848e-05  -1.85106400e-04],[ 0.00096295  0.00612351  0.00015333 -0.00300461]
-41.1,[  7.56585741e-03  -6.09743300e-03  -7.68676378e-05  -1.84711477e-04],[ 0.00096449  0.0061333   0.00015358 -0.00300941]
-41.0,[  7.54973245e-03  -6.08443766e-03  -7.67038114e-05  -1.84317806e-04],[ 0.00096602  0.00614301  0.00015382 -0.00301417]
-40.9,[  7.53365872e-03  -6.07148361e-03  -7.65405054e-05  -1.83925384e-04],[ 0.00096753  0.00615267  0.00015406 -0.00301891]
-40.8,[  7.51763620e-03  -6.05857083e-03  -7.63777197e-05  -1.83534213e-04],[ 0.00096904  0.00616225  0.0001543  -0.00302362]
-40.7,[  7.50166488e-03  -6.04569932e-03  -7.62154543e-05  -1.83144293e-04],[ 0.00097054  0.00617178  0.00015454 -0.00302829]
-40.6,[  7.48574477e-03  -6.03286907e-03  -7.60537090e-05  -1.82755622e-04],[ 0.00097203  0.00618124  0.00015478 -0.00303293]
-40.5,[  7.46984956e-03  -6.02005890e-03  -7.58922168e-05  -1.82367559e-04],[ 0.00097351  0.00619065  0.00015501 -0.00303755]
-40.4,[  7.45400554e-03  -6.00728997e-03  -7.57312446e-05  -1.81980746e-04],[ 0.00097498  0.0062      0.00015525 -0.00304214]
-40.3,[  7.43821268e-03  -5.99456228e-03  -7.55707922e-05  -1.81595182e-04],[ 0.00097644  0.00620928  0.00015548 -0.00304669]
-40.2,[  7.42247099e-03  -5.98187582e-03  -7.54108597e-05  -1.81210867e-04],[ 0.00097789  0.00621851  0.00015571 -0.00305122]
-40.1,[  7.40678045e-03  -5.96923060e-03  -7.52514469e-05  -1.80827801e-04],[ 0.00097933  0.00622767  0.00015594 -0.00305571]
-40.0,[  7.39111478e-03  -5.95660541e-03  -7.50922868e-05  -1.80445342e-04],[ 0.00098076  0.00623678  0.00015617 -0.00306018]
-39.9,[  7.37550026e-03  -5.94402144e-03  -7.49336463e-05  -1.80064132e-04],[ 0.00098218  0.00624583  0.00015639 -0.00306462]
-39.8,[  7.35993688e-03  -5.93147869e-03  -7.47755253e-05  -1.79684171e-04],[ 0.0009836   0.00625482  0.00015662 -0.00306904]
-39.7,[  7.34439834e-03  -5.91895595e-03  -7.46176568e-05  -1.79304816e-04],[ 0.000985    0.00626377  0.00015684 -0.00307342]
-39.6,[  7.32891093e-03  -5.90647443e-03  -7.44603077e-05  -1.78926709e-04],[ 0.0009864   0.00627265  0.00015706 -0.00307778]
-39.5,[  7.31347465e-03  -5.89403411e-03  -7.43034781e-05  -1.78549850e-04],[ 0.00098779  0.00628147  0.00015729 -0.00308211]
-39.4,[  7.29808949e-03  -5.88163499e-03  -7.41471679e-05  -1.78174240e-04],[ 0.00098917  0.00629023  0.00015751 -0.00308641]
-39.3,[  7.28272916e-03  -5.86925588e-03  -7.39911099e-05  -1.77799235e-04],[ 0.00099054  0.00629895  0.00015772 -0.00309069]
-39.2,[  7.26741994e-03  -5.85691796e-03  -7.38355713e-05  -1.77425479e-04],[ 0.0009919   0.00630761  0.00015794 -0.00309493]
-39.1,[  7.25216185e-03  -5.84462125e-03  -7.36805520e-05  -1.77052971e-04],[ 0.00099325  0.0063162   0.00015816 -0.00309915]
-39.0,[  7.23692857e-03  -5.83234453e-03  -7.35257848e-05  -1.76681068e-04],[ 0.00099459  0.00632476  0.00015837 -0.00310335]
-38.9,[  7.22174640e-03  -5.82010900e-03  -7.33715370e-05  -1.76310413e-04],[ 0.00099593  0.00633325  0.00015858 -0.00310752]
-38.8,[  7.20658904e-03  -5.80789346e-03  -7.32175411e-05  -1.75940364e-04],[ 0.00099726  0.0063417   0.00015879 -0.00311166]
-38.7,[  7.19148279e-03  -5.79571912e-03  -7.30640646e-05  -1.75571563e-04],[ 0.00099858  0.00635009  0.000159   -0.00311578]
-38.6,[  7.17642766e-03  -5.78358598e-03  -7.29111074e-05  -1.75204010e-04],[ 0.00099989  0.00635842  0.00015921 -0.00311987]
-38.5,[  7.16139733e-03  -5.77147282e-03  -7.27584022e-05  -1.74837062e-04],[ 0.00100119  0.00636671  0.00015942 -0.00312394]
-38.4,[  7.14641812e-03  -5.75940086e-03  -7.26062163e-05  -1.74471362e-04],[ 0.00100249  0.00637494  0.00015963 -0.00312798]
-38.3,[  7.13146370e-03  -5.74734888e-03  -7.24542823e-05  -1.74106268e-04],[ 0.00100377  0.00638313  0.00015983 -0.00313199]
-38.2,[  7.11656040e-03  -5.73533809e-03  -7.23028677e-05  -1.73742421e-04],[ 0.00100505  0.00639126  0.00016003 -0.00313598]
-38.1,[  7.10170823e-03  -5.72336852e-03  -7.21519726e-05  -1.73379823e-04],[ 0.00100632  0.00639934  0.00016024 -0.00313994]
-38.0,[  7.08688086e-03  -5.71141892e-03  -7.20013293e-05  -1.73017830e-04],[ 0.00100759  0.00640737  0.00016044 -0.00314389]
-37.9,[  7.07210462e-03  -5.69951054e-03  -7.18512056e-05  -1.72657086e-04],[ 0.00100884  0.00641535  0.00016064 -0.0031478 ]
-37.8,[  7.05735317e-03  -5.68762214e-03  -7.17013338e-05  -1.72296947e-04],[ 0.00101009  0.00642328  0.00016084 -0.00315169]
-37.7,[  7.04265286e-03  -5.67577495e-03  -7.15519815e-05  -1.71938056e-04],[ 0.00101133  0.00643116  0.00016103 -0.00315556]
-37.6,[  7.02797735e-03  -5.66394774e-03  -7.14028812e-05  -1.71579771e-04],[ 0.00101256  0.00643899  0.00016123 -0.0031594 ]
-37.5,[  7.01332664e-03  -5.65214052e-03  -7.12540328e-05  -1.71222091e-04],[ 0.00101379  0.00644679  0.00016143 -0.00316323]
-37.4,[  6.99875343e-03  -5.64039577e-03  -7.11059718e-05  -1.70866303e-04],[ 0.001015    0.00645451  0.00016162 -0.00316702]
-37.3,[  6.98417867e-03  -5.62864976e-03  -7.09578951e-05  -1.70510478e-04],[ 0.00101621  0.00646221  0.00016181 -0.0031708 ]
-37.2,[  6.96965507e-03  -5.61694498e-03  -7.08103381e-05  -1.70155901e-04],[ 0.00101741  0.00646986  0.000162   -0.00317455]
-37.1,[  6.95518264e-03  -5.60528144e-03  -7.06633011e-05  -1.69802574e-04],[ 0.00101861  0.00647745  0.00016219 -0.00317827]
-37.0,[  6.94073502e-03  -5.59363790e-03  -7.05165161e-05  -1.69449852e-04],[ 0.00101979  0.006485    0.00016238 -0.00318197]
-36.9,[  6.92631221e-03  -5.58201435e-03  -7.03699831e-05  -1.69097736e-04],[ 0.00102097  0.0064925   0.00016257 -0.00318566]
-36.8,[  6.91194059e-03  -5.57043205e-03  -7.02239703e-05  -1.68746870e-04],[ 0.00102215  0.00649996  0.00016276 -0.00318932]
-36.7,[  6.89759379e-03  -5.55886976e-03  -7.00782096e-05  -1.68396610e-04],[ 0.00102331  0.00650737  0.00016294 -0.00319295]
-36.6,[  6.88329819e-03  -5.54734873e-03  -6.99329690e-05  -1.68047600e-04],[ 0.00102447  0.00651474  0.00016313 -0.00319657]
-36.5,[  6.86902742e-03  -5.53584771e-03  -6.97879808e-05  -1.67699196e-04],[ 0.00102562  0.00652206  0.00016331 -0.00320016]
-36.4,[  6.85480786e-03  -5.52438797e-03  -6.96435128e-05  -1.67352042e-04],[ 0.00102676  0.00652933  0.00016349 -0.00320373]
-36.3,[  6.84061314e-03  -5.51294824e-03  -6.94992973e-05  -1.67005495e-04],[ 0.0010279   0.00653656  0.00016367 -0.00320727]
-36.2,[  6.82644327e-03  -5.50152853e-03  -6.93553341e-05  -1.66659554e-04],[ 0.00102903  0.00654375  0.00016385 -0.0032108 ]
-36.1,[  6.81232463e-03  -5.49015012e-03  -6.92118915e-05  -1.66314864e-04],[ 0.00103016  0.00655089  0.00016403 -0.00321431]
-36.0,[  6.79823085e-03  -5.47879174e-03  -6.90687014e-05  -1.65970781e-04],[ 0.00103127  0.00655799  0.00016421 -0.00321779]
-35.9,[  6.78416192e-03  -5.46745339e-03  -6.89257639e-05  -1.65627305e-04],[ 0.00103238  0.00656505  0.00016439 -0.00322126]
-35.8,[  6.77014426e-03  -5.45615636e-03  -6.87833472e-05  -1.65285080e-04],[ 0.00103349  0.00657206  0.00016456 -0.0032247 ]
-35.7,[  6.75615147e-03  -5.44487936e-03  -6.86411831e-05  -1.64943463e-04],[ 0.00103458  0.00657904  0.00016474 -0.00322812]
-35.6,[  6.74218355e-03  -5.43362242e-03  -6.84992718e-05  -1.64602452e-04],[ 0.00103567  0.00658597  0.00016491 -0.00323152]
-35.5,[  6.72826692e-03  -5.42240681e-03  -6.83578816e-05  -1.64262694e-04],[ 0.00103675  0.00659286  0.00016508 -0.0032349 ]
-35.4,[  6.71437518e-03  -5.41121126e-03  -6.82167442e-05  -1.63923544e-04],[ 0.00103783  0.0065997   0.00016525 -0.00323826]
-35.3,[  6.70050834e-03  -5.40003577e-03  -6.80758598e-05  -1.63585001e-04],[ 0.0010389   0.00660651  0.00016542 -0.0032416 ]
-35.2,[  6.68666640e-03  -5.38888035e-03  -6.79352283e-05  -1.63247067e-04],[ 0.00103997  0.00661328  0.00016559 -0.00324492]
-35.1,[  6.67287578e-03  -5.37776629e-03  -6.77951184e-05  -1.62910385e-04],[ 0.00104102  0.00662     0.00016576 -0.00324822]
-35.0,[  6.65913650e-03  -5.36669361e-03  -6.76555300e-05  -1.62574957e-04],[ 0.00104207  0.00662668  0.00016593 -0.00325149]
-34.9,[  6.64539572e-03  -5.35561972e-03  -6.75159263e-05  -1.62239492e-04],[ 0.00104312  0.00663332  0.0001661  -0.00325475]
-34.8,[  6.63170630e-03  -5.34458722e-03  -6.73768445e-05  -1.61905281e-04],[ 0.00104416  0.00663992  0.00016626 -0.00325799]
-34.7,[  6.61804182e-03  -5.33357482e-03  -6.72380160e-05  -1.61571679e-04],[ 0.00104519  0.00664648  0.00016643 -0.00326121]
-34.6,[  6.60440229e-03  -5.32258252e-03  -6.70994410e-05  -1.61238686e-04],[ 0.00104621  0.00665301  0.00016659 -0.00326441]
-34.5,[  6.59078770e-03  -5.31161034e-03  -6.69611195e-05  -1.60906302e-04],[ 0.00104723  0.0066595   0.00016675 -0.0032676 ]
-34.4,[  6.57722452e-03  -5.30067957e-03  -6.68233202e-05  -1.60575172e-04],[ 0.00104825  0.00666594  0.00016691 -0.00327076]
-34.3,[  6.56368631e-03  -5.28976893e-03  -6.66857746e-05  -1.60244653e-04],[ 0.00104925  0.00667235  0.00016707 -0.0032739 ]
-34.2,[  6.55017307e-03  -5.27887842e-03  -6.65484828e-05  -1.59914743e-04],[ 0.00105026  0.00667872  0.00016723 -0.00327703]
-34.1,[  6.53668482e-03  -5.26800805e-03  -6.64114448e-05  -1.59585444e-04],[ 0.00105125  0.00668505  0.00016739 -0.00328013]
-34.0,[  6.52324802e-03  -5.25717914e-03  -6.62749295e-05  -1.59257400e-04],[ 0.00105224  0.00669134  0.00016755 -0.00328322]
-33.9,[  6.50980976e-03  -5.24634905e-03  -6.61383994e-05  -1.58929321e-04],[ 0.00105323  0.0066976   0.00016771 -0.00328629]
-33.8,[  6.49642298e-03  -5.23556045e-03  -6.60023922e-05  -1.58602498e-04],[ 0.0010542   0.00670382  0.00016786 -0.00328934]
-33.7,[  6.48306121e-03  -5.22479201e-03  -6.58666393e-05  -1.58276286e-04],[ 0.00105518  0.00671     0.00016802 -0.00329237]
-33.6,[  6.46975093e-03  -5.21406507e-03  -6.57314095e-05  -1.57951332e-04],[ 0.00105614  0.00671613  0.00016817 -0.00329538]
-33.5,[  6.45643923e-03  -5.20333698e-03  -6.55961652e-05  -1.57626342e-04],[ 0.0010571   0.00672224  0.00016832 -0.00329838]
-33.4,[  6.44317905e-03  -5.19265040e-03  -6.54614443e-05  -1.57302610e-04],[ 0.00105806  0.00672831  0.00016847 -0.00330136]
-33.3,[  6.42991745e-03  -5.18196269e-03  -6.53267090e-05  -1.56978844e-04],[ 0.00105901  0.00673435  0.00016863 -0.00330432]
-33.2,[  6.41670739e-03  -5.17131651e-03  -6.51924974e-05  -1.56656336e-04],[ 0.00105995  0.00674035  0.00016878 -0.00330727]
-33.1,[  6.40352240e-03  -5.16069054e-03  -6.50585405e-05  -1.56334440e-04],[ 0.00106089  0.00674631  0.00016893 -0.00331019]
-33.0,[  6.39038898e-03  -5.15010613e-03  -6.49251075e-05  -1.56013803e-04],[ 0.00106182  0.00675223  0.00016907 -0.0033131 ]
-32.9,[  6.37725418e-03  -5.13952060e-03  -6.47916604e-05  -1.55693133e-04],[ 0.00106274  0.00675812  0.00016922 -0.00331599]
-32.8,[  6.36414447e-03  -5.12895531e-03  -6.46584684e-05  -1.55373075e-04],[ 0.00106367  0.00676398  0.00016937 -0.00331886]
-32.7,[  6.35108637e-03  -5.11843160e-03  -6.45258007e-05  -1.55054276e-04],[ 0.00106458  0.0067698   0.00016951 -0.00332172]
-32.6,[  6.33802691e-03  -5.10790678e-03  -6.43931190e-05  -1.54735445e-04],[ 0.00106549  0.00677559  0.00016966 -0.00332456]
-32.5,[  6.32501906e-03  -5.09742358e-03  -6.42609619e-05  -1.54417874e-04],[ 0.00106639  0.00678134  0.0001698  -0.00332738]
-32.4,[  6.31203637e-03  -5.08696064e-03  -6.41290602e-05  -1.54100917e-04],[ 0.00106729  0.00678706  0.00016995 -0.00333019]
-32.3,[  6.29907883e-03  -5.07651797e-03  -6.39974141e-05  -1.53784574e-04],[ 0.00106819  0.00679274  0.00017009 -0.00333297]
-32.2,[  6.28614645e-03  -5.06609558e-03  -6.38660237e-05  -1.53468845e-04],[ 0.00106908  0.00679839  0.00017023 -0.00333575]
-32.1,[  6.27323925e-03  -5.05569348e-03  -6.37348890e-05  -1.53153731e-04],[ 0.00106996  0.00680401  0.00017037 -0.0033385 ]
-32.0,[  6.26035723e-03  -5.04531168e-03  -6.36040102e-05  -1.52839232e-04],[ 0.00107084  0.00680959  0.00017051 -0.00334124]
-31.9,[  6.24750041e-03  -5.03495018e-03  -6.34733874e-05  -1.52525347e-04],[ 0.00107171  0.00681515  0.00017065 -0.00334397]
-31.8,[  6.23466879e-03  -5.02460899e-03  -6.33430207e-05  -1.52212079e-04],[ 0.00107258  0.00682067  0.00017079 -0.00334668]
-31.7,[  6.22188890e-03  -5.01430950e-03  -6.32131795e-05  -1.51900073e-04],[ 0.00107344  0.00682614  0.00017092 -0.00334936]
-31.6,[  6.20910772e-03  -5.00400897e-03  -6.30833252e-05  -1.51588035e-04],[ 0.0010743   0.0068316   0.00017106 -0.00335204]
-31.5,[  6.19635178e-03  -4.99372877e-03  -6.29537273e-05  -1.51276614e-04],[ 0.00107515  0.00683702  0.0001712  -0.0033547 ]
-31.4,[  6.18364761e-03  -4.98349029e-03  -6.28246554e-05  -1.50966457e-04],[ 0.001076    0.0068424   0.00017133 -0.00335734]
-31.3,[  6.17094217e-03  -4.97325080e-03  -6.26955707e-05  -1.50656268e-04],[ 0.00107684  0.00684777  0.00017147 -0.00335997]
-31.2,[  6.15826200e-03  -4.96303167e-03  -6.25667426e-05  -1.50346697e-04],[ 0.00107768  0.00685309  0.0001716  -0.00336259]
-31.1,[  6.14563364e-03  -4.95285429e-03  -6.24384409e-05  -1.50038391e-04],[ 0.00107851  0.00685838  0.00017173 -0.00336518]
-31.0,[  6.13300404e-03  -4.94267592e-03  -6.23101266e-05  -1.49730054e-04],[ 0.00107934  0.00686365  0.00017186 -0.00336777]
-30.9,[  6.12042628e-03  -4.93253932e-03  -6.21823390e-05  -1.49422983e-04],[ 0.00108016  0.00686887  0.00017199 -0.00337033]
-30.8,[  6.10784729e-03  -4.92240173e-03  -6.20545389e-05  -1.49115881e-04],[ 0.00108098  0.00687408  0.00017212 -0.00337288]
-30.7,[  6.09529362e-03  -4.91228455e-03  -6.19269961e-05  -1.48809398e-04],[ 0.00108179  0.00687925  0.00017225 -0.00337542]
-30.6,[  6.08279183e-03  -4.90220918e-03  -6.17999804e-05  -1.48504182e-04],[ 0.0010826   0.00688438  0.00017238 -0.00337794]
-30.5,[  6.07028885e-03  -4.89213284e-03  -6.16729525e-05  -1.48198936e-04],[ 0.0010834   0.00688949  0.00017251 -0.00338045]
-30.4,[  6.05781121e-03  -4.88207694e-03  -6.15461822e-05  -1.47894310e-04],[ 0.0010842   0.00689457  0.00017264 -0.00338294]
-30.3,[  6.04538550e-03  -4.87206288e-03  -6.14199393e-05  -1.47590951e-04],[ 0.00108499  0.00689961  0.00017276 -0.00338541]
-30.2,[  6.03295861e-03  -4.86204787e-03  -6.12936846e-05  -1.47287563e-04],[ 0.00108578  0.00690463  0.00017289 -0.00338788]
-30.1,[  6.02055712e-03  -4.85205333e-03  -6.11676878e-05  -1.46984795e-04],[ 0.00108657  0.00690962  0.00017301 -0.00339032]
-30.0,[  6.00818102e-03  -4.84207926e-03  -6.10419491e-05  -1.46682647e-04],[ 0.00108735  0.00691458  0.00017314 -0.00339276]
-29.9,[  5.99583034e-03  -4.83212566e-03  -6.09164685e-05  -1.46381120e-04],[ 0.00108812  0.00691951  0.00017326 -0.00339518]
-29.8,[  5.98350508e-03  -4.82219256e-03  -6.07912463e-05  -1.46080213e-04],[ 0.00108889  0.00692441  0.00017338 -0.00339758]
-29.7,[  5.97120525e-03  -4.81227995e-03  -6.06662825e-05  -1.45779927e-04],[ 0.00108966  0.00692928  0.00017351 -0.00339997]
-29.6,[  5.95893088e-03  -4.80238786e-03  -6.05415772e-05  -1.45480263e-04],[ 0.00109042  0.00693412  0.00017363 -0.00340235]
-29.5,[  5.94668196e-03  -4.79251628e-03  -6.04171306e-05  -1.45181220e-04],[ 0.00109118  0.00693894  0.00017375 -0.00340471]
-29.4,[  5.93443194e-03  -4.78264381e-03  -6.02926727e-05  -1.44882150e-04],[ 0.00109193  0.00694373  0.00017387 -0.00340706]
-29.3,[  5.92223397e-03  -4.77281329e-03  -6.01687437e-05  -1.44584351e-04],[ 0.00109268  0.00694848  0.00017399 -0.00340939]
-29.2,[  5.91003492e-03  -4.76298190e-03  -6.00448038e-05  -1.44286526e-04],[ 0.00109342  0.00695321  0.00017411 -0.00341171]
-29.1,[  5.89788795e-03  -4.75319248e-03  -5.99213929e-05  -1.43989972e-04],[ 0.00109416  0.00695791  0.00017422 -0.00341402]
-29.0,[  5.88573991e-03  -4.74340221e-03  -5.97979712e-05  -1.43693392e-04],[ 0.0010949   0.00696258  0.00017434 -0.00341631]
-28.9,[  5.87361740e-03  -4.73363251e-03  -5.96748089e-05  -1.43397435e-04],[ 0.00109563  0.00696723  0.00017446 -0.00341859]
-28.8,[  5.86152043e-03  -4.72388338e-03  -5.95519060e-05  -1.43102102e-04],[ 0.00109635  0.00697185  0.00017457 -0.00342086]
-28.7,[  5.84944901e-03  -4.71415485e-03  -5.94292627e-05  -1.42807392e-04],[ 0.00109707  0.00697644  0.00017469 -0.00342311]
-28.6,[  5.83740315e-03  -4.70444692e-03  -5.93068792e-05  -1.42513307e-04],[ 0.00109779  0.006981    0.0001748  -0.00342535]
-28.5,[  5.82535627e-03  -4.69473817e-03  -5.91844852e-05  -1.42219197e-04],[ 0.00109851  0.00698554  0.00017492 -0.00342757]
-28.4,[  5.81336157e-03  -4.68507146e-03  -5.90626214e-05  -1.41926360e-04],[ 0.00109921  0.00699004  0.00017503 -0.00342978]
-28.3,[  5.80136587e-03  -4.67540396e-03  -5.89407474e-05  -1.41633499e-04],[ 0.00109992  0.00699453  0.00017514 -0.00343199]
-28.2,[  5.78939577e-03  -4.66575708e-03  -5.88191335e-05  -1.41341263e-04],[ 0.00110062  0.00699899  0.00017525 -0.00343417]
-28.1,[  5.77745129e-03  -4.65613086e-03  -5.86977799e-05  -1.41049653e-04],[ 0.00110132  0.00700342  0.00017536 -0.00343635]
-28.0,[  5.76553244e-03  -4.64652529e-03  -5.85766868e-05  -1.40758669e-04],[ 0.00110201  0.00700782  0.00017547 -0.00343851]
-27.9,[  5.75363924e-03  -4.63694038e-03  -5.84558541e-05  -1.40468310e-04],[ 0.0011027   0.00701219  0.00017558 -0.00344065]
-27.8,[  5.74174508e-03  -4.62735471e-03  -5.83350118e-05  -1.40177928e-04],[ 0.00110338  0.00701655  0.00017569 -0.00344279]
